,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Liczba rowerów w gosp. dom.,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Liczba aut w gosp. dom.,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia
1287,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,0,1,0,1.0,dom,50.0,praca,50.0,2,dom-praca,pieszo,1.0,0.0,45-65_M,0,0,1,0,0
1288,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,0,1,0,1,0,1.0,praca,50.0,dom,50.0,3,praca-dom,pieszo,1.0,0.0,45-65_M,1,0,0,0,0
1289,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,0,1,0,0.0,dom,137.0,praca,105.0,1,dom-praca,komunikacja samochodowa,2.0,6997.0907652991755,25-44_K,0,0,1,0,0
1290,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,0,1,0,0.0,praca,105.0,dom,137.0,3,praca-dom,komunikacja samochodowa,2.0,6997.0907652991755,25-44_K,1,0,0,0,0
1291,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,1,0.0,dom,342.0,praca,135.0,2,dom-praca,komunikacja samochodowa,2.0,4584.023607108951,45-65_M,0,0,1,0,0
1292,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,1,0.0,praca,135.0,dom,342.0,3,praca-dom,komunikacja samochodowa,2.0,4584.023607108951,45-65_M,1,0,0,0,0
1293,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,0,1,0,1,0,0.0,dom,137.0,praca,117.0,1,dom-praca,komunikacja samochodowa,2.0,4689.707370418772,25-44_M,0,0,1,0,0
1294,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,0,1,0,1,0,0.0,praca,117.0,dom,137.0,3,praca-dom,komunikacja samochodowa,2.0,4689.707370418772,25-44_M,1,0,0,0,0
1295,3,3,4,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,1,0,0.0,dom,342.0,praca,41.0,2,dom-praca,rower,2.0,924.9876025060089,45-60_K,0,0,1,0,0
1296,3,3,4,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,1,0,0.0,praca,41.0,dom,342.0,4,praca-dom,rower,2.0,924.9876025060089,45-60_K,1,0,0,0,0
1297,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,1,0,0,0,0.5,dom,137.0,szkoła,137.0,1,dom-szkoła,rower,2.0,0.0,6-15_M,0,0,0,1,0
1298,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,1,0,0,0,0.5,szkoła,137.0,dom,137.0,3,szkoła-dom,rower,2.0,0.0,6-15_M,1,0,0,0,0
1299,3,3,2,0,0,0,0,1,1,0,0,0,0,1,0,2.0,2.0,0.0,5,1,1,0,1,0,1.0,dom,50.0,praca,44.0,1,dom-praca,pieszo,1.0,1269.7239881565936,61-x_K,0,0,1,0,0
1300,3,3,2,0,0,0,0,1,1,0,0,0,0,1,0,2.0,2.0,0.0,5,1,1,0,1,0,1.0,praca,44.0,dom,50.0,3,praca-dom,pieszo,1.0,1269.7239881565936,61-x_K,1,0,0,0,0
1301,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,1,0,0,0,0.5,dom,137.0,inne,196.0,1,dom-Inne,komunikacja samochodowa,2.0,1776.3956900201495,6-15_M,0,1,0,0,0
1302,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,1,0,0,0,0.5,Inne,196.0,dom,137.0,3,Inne-dom,komunikacja samochodowa,2.0,1776.3956900201495,6-15_M,1,0,0,0,0
1303,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1,0,1,0,0,1,0.5,dom,342.0,inne,39.0,2,dom-Inne,pieszo,0.0,375.6938558353508,16-19_M,0,1,0,0,0
1304,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1,0,1,0,0,1,0.5,Inne,39.0,dom,342.0,2,Inne-dom,pieszo,0.0,375.6938558353508,16-19_M,1,0,0,0,0
1305,2,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,dom,342.0,praca,453.0,2,dom-praca,komunikacja samochodowa,1.0,3405.462779202241,25-44_M,0,0,1,0,0
1306,2,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,praca,453.0,dom,342.0,3,praca-dom,komunikacja samochodowa,1.0,3405.462779202241,25-44_M,1,0,0,0,0
1307,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,1,0,1,0,1.0,dom,153.0,inne,154.0,3,dom-Inne,komunikacja zbiorowa,0.0,495.0008328986344,66-x_M,0,1,0,0,0
1308,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,1,0,1,0,1.0,Inne,154.0,dom,153.0,4,Inne-dom,komunikacja zbiorowa,0.0,495.0008328986344,66-x_M,1,0,0,0,0
1309,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,0,1,0.5,dom,342.0,szkoła,30.0,1,dom-szkoła,komunikacja samochodowa,0.0,1683.5549641611262,20-24_M,0,0,0,1,0
1310,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,0,1,0.5,szkoła,30.0,dom,342.0,2,szkoła-dom,komunikacja samochodowa,0.0,1683.5549641611262,20-24_M,1,0,0,0,0
1311,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,dom,50.0,inne,50.0,3,dom-Inne,rower,1.0,0.0,45-65_M,0,1,0,0,0
1312,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,Inne,50.0,dom,50.0,3,Inne-dom,rower,1.0,0.0,45-65_M,1,0,0,0,0
1315,3,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,dom,342.0,szkoła,27.0,2,dom-szkoła,rower,0.0,1262.7973436594002,20-24_M,0,0,0,1,0
1316,3,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,szkoła,27.0,dom,342.0,3,szkoła-dom,rower,0.0,1262.7973436594002,20-24_M,1,0,0,0,0
1317,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,0,0,0.0,dom,153.0,inne,120.0,3,dom-Inne,komunikacja zbiorowa,1.0,3317.9757261504587,45-60_K,0,1,0,0,0
1318,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,0,0,0.0,Inne,120.0,dom,153.0,4,Inne-dom,komunikacja zbiorowa,1.0,3317.9757261504587,45-60_K,1,0,0,0,0
1319,2,1,3,1,0,0,0,0,1,0,0,1,0,0,0,3.0,3.0,2.0,4,1,0,0,1,0,0.0,dom,50.0,inne,50.0,3,dom-Inne,rower,1.0,0.0,45-60_K,0,1,0,0,0
1320,2,1,3,1,0,0,0,0,1,0,0,1,0,0,0,3.0,3.0,2.0,4,1,0,0,1,0,0.0,Inne,50.0,dom,50.0,3,Inne-dom,rower,1.0,0.0,45-60_K,1,0,0,0,0
1321,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,1,0,0.0,dom,153.0,praca,124.0,1,dom-praca,komunikacja samochodowa,1.0,4326.963789219946,45-60_K,0,0,1,0,0
1322,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,1,0,0.0,praca,124.0,dom,153.0,3,praca-dom,komunikacja samochodowa,1.0,4326.963789219946,45-60_K,1,0,0,0,0
1323,3,4,3,0,0,0,1,0,0,0,0,0,0,1,0,5.0,5.0,0.0,2,0,1,0,1,0,0.5,dom,47.0,uczelnia,70.0,1,dom-uczelnia,komunikacja zbiorowa,1.0,4644.675981798151,20-24_M,0,0,0,0,1
1324,3,4,3,0,0,0,1,0,0,0,0,0,0,1,0,5.0,5.0,0.0,2,0,1,0,1,0,0.5,uczelnia,70.0,dom,47.0,2,uczelnia-dom,komunikacja zbiorowa,1.0,4644.675981798151,20-24_M,1,0,0,0,0
1325,2,2,2,0,0,0,1,1,0,0,0,1,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,dom,342.0,szkoła,27.0,1,dom-szkoła,komunikacja samochodowa,1.0,1262.7973436594002,20-24_M,0,0,0,1,0
1326,2,2,2,0,0,0,1,1,0,0,0,1,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,szkoła,27.0,dom,342.0,2,szkoła-dom,komunikacja samochodowa,1.0,1262.7973436594002,20-24_M,1,0,0,0,0
1327,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,0.0,2,0,1,0,1,0,0.0,dom,153.0,inne,1.0,4,dom-Inne,komunikacja samochodowa,1.0,6491.843534651929,20-24_M,0,1,0,0,0
1328,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,0.0,2,0,1,0,1,0,0.0,Inne,1.0,dom,153.0,4,Inne-dom,komunikacja samochodowa,1.0,6491.843534651929,20-24_M,1,0,0,0,0
1329,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,342.0,inne,5.0,4,dom-Inne,pieszo,2.0,1506.0877201725823,25-44_M,0,1,0,0,0
1330,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,Inne,5.0,dom,342.0,4,Inne-dom,pieszo,2.0,1506.0877201725823,25-44_M,1,0,0,0,0
1331,2,2,4,0,0,0,0,1,0,0,0,1,1,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,dom,342.0,inne,5.0,4,dom-Inne,pieszo,2.0,1506.0877201725823,25-44_K,0,1,0,0,0
1332,2,2,4,0,0,0,0,1,0,0,0,1,1,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,Inne,5.0,dom,342.0,4,Inne-dom,pieszo,2.0,1506.0877201725823,25-44_K,1,0,0,0,0
1333,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,5.0,5.0,5.0,3,1,1,1,0,0,0.0,dom,342.0,inne,342.0,3,dom-Inne,pieszo,0.0,0.0,25-44_K,0,1,0,0,0
1334,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,5.0,5.0,5.0,3,1,1,1,0,0,0.0,Inne,342.0,dom,342.0,3,Inne-dom,pieszo,0.0,0.0,25-44_K,1,0,0,0,0
1335,3,3,3,0,0,1,1,0,1,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,1,1,0,0.0,dom,336.0,inne,138.0,3,dom-Inne,pieszo,1.0,2157.462309755601,45-60_K,0,1,0,0,0
1336,3,3,3,0,0,1,1,0,1,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,1,1,0,0.0,Inne,138.0,dom,336.0,3,Inne-dom,pieszo,1.0,2157.462309755601,45-60_K,1,0,0,0,0
1337,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,1,1,0,0,0.5,dom,153.0,praca,3.0,1,dom-praca,komunikacja zbiorowa,0.0,6759.232366757205,61-x_K,0,0,1,0,0
1338,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,1,1,0,0,0.5,praca,3.0,dom,153.0,2,praca-dom,komunikacja zbiorowa,0.0,6759.232366757205,61-x_K,1,0,0,0,0
1339,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,0,0,1,0,0,0,1.0,dom,342.0,szkoła,39.0,1,dom-szkoła,pieszo,0.0,375.6938558353508,6-15_M,0,0,0,1,0
1340,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,0,0,1,0,0,0,1.0,szkoła,39.0,dom,342.0,2,szkoła-dom,pieszo,0.0,375.6938558353508,6-15_M,1,0,0,0,0
1341,3,3,3,0,0,1,1,0,1,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,1,1,0,0.0,dom,336.0,inne,138.0,3,dom-Inne,pieszo,1.0,2157.462309755601,45-65_M,0,1,0,0,0
1342,3,3,3,0,0,1,1,0,1,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,1,1,0,0.0,Inne,138.0,dom,336.0,3,Inne-dom,pieszo,1.0,2157.462309755601,45-65_M,1,0,0,0,0
1343,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,0,1,0,0,0,1.0,dom,153.0,inne,153.0,2,dom-Inne,pieszo,0.0,0.0,66-x_M,0,1,0,0,0
1344,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,0,1,0,0,0,1.0,Inne,153.0,dom,153.0,3,Inne-dom,pieszo,0.0,0.0,66-x_M,1,0,0,0,0
1345,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,1,0,0,0,1,0.0,dom,342.0,inne,342.0,2,dom-Inne,pieszo,0.0,0.0,25-44_K,0,1,0,0,0
1346,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,1,0,0,0,1,0.0,Inne,342.0,dom,342.0,2,Inne-dom,pieszo,0.0,0.0,25-44_K,1,0,0,0,0
1347,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,0,0,0,0,1.0,dom,153.0,inne,153.0,2,dom-Inne,pieszo,0.0,0.0,61-x_K,0,1,0,0,0
1348,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,0,0,0,0,1.0,Inne,153.0,dom,153.0,3,Inne-dom,pieszo,0.0,0.0,61-x_K,1,0,0,0,0
1349,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,3,1,1,0,0,1,0.0,dom,153.0,inne,158.0,3,dom-Inne,komunikacja zbiorowa,1.0,1949.752910877308,25-44_K,0,1,0,0,0
1350,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,3,1,1,0,0,1,0.0,Inne,158.0,dom,153.0,3,Inne-dom,komunikacja samochodowa,1.0,1949.752910877308,25-44_K,1,0,0,0,0
1351,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,1,1,0,0.0,dom,342.0,praca,342.0,1,dom-praca,pieszo,1.0,0.0,25-44_M,0,0,1,0,0
1352,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,1,1,0,0.0,praca,342.0,dom,342.0,3,praca-dom,pieszo,1.0,0.0,25-44_M,1,0,0,0,0
1353,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,3,0,1,0,1,0,0.0,praca,124.0,inne,116.0,3,praca-Inne,komunikacja samochodowa,1.0,2223.8077991225045,25-44_M,0,1,0,0,0
1354,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,3,0,1,0,1,0,0.0,Inne,116.0,dom,153.0,3,Inne-dom,komunikacja samochodowa,1.0,2662.1147238685207,25-44_M,1,0,0,0,0
1355,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,dom,336.0,uczelnia,453.0,1,dom-uczelnia,pieszo,0.0,1208.6137225689617,20-24_M,0,0,0,0,1
1356,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,uczelnia,453.0,dom,336.0,2,uczelnia-dom,pieszo,0.0,1208.6137225689617,20-24_M,1,0,0,0,0
1358,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,0,1,1,0,0,0,0.5,dom,153.0,szkoła,153.0,1,dom-szkoła,pieszo,1.0,0.0,6-15_K,0,0,0,1,0
1359,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,0,1,1,0,0,0,0.5,szkoła,153.0,dom,153.0,2,szkoła-dom,pieszo,1.0,0.0,6-15_K,1,0,0,0,0
1360,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,dom,336.0,uczelnia,453.0,1,dom-uczelnia,pieszo,0.0,1208.6137225689617,20-24_M,0,0,0,0,1
1361,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,uczelnia,453.0,dom,336.0,2,uczelnia-dom,pieszo,0.0,1208.6137225689617,20-24_M,1,0,0,0,0
