,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Rower,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Samochód,Liczba przebytych rejonów,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia
7063,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,dom,10.0,szkoła,352.0,1,dom-szkoła,0,2.0,2,0,0,0,1,0
7064,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,szkoła,352.0,dom,10.0,3,szkoła-dom,2,2.0,2,1,0,0,0,0
7065,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,dom,10.0,inne,11.0,3,dom-inne,2,2.0,3,0,1,0,0,0
7066,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,inne,11.0,dom,10.0,4,inne-dom,2,2.0,3,1,0,0,0,0
7067,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,dom,10.0,szkoła,352.0,1,dom-szkoła,0,2.0,2,0,0,0,1,0
7068,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,szkoła,352.0,dom,10.0,2,szkoła-dom,2,2.0,2,1,0,0,0,0
7069,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,0,1,1,1,0,0.0,dom,10.0,praca,70.0,1,dom-praca,0,2.0,10,0,0,1,0,0
7070,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,0,1,1,1,0,0.0,praca,70.0,dom,10.0,4,praca-dom,0,2.0,10,1,0,0,0,0
7071,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,dom,352.0,szkoła,55.0,1,dom-szkoła,0,2.0,5,0,0,0,1,0
7072,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,szkoła,55.0,praca,138.0,1,szkoła-praca,0,2.0,6,0,0,1,0,0
7073,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,praca,138.0,inne,135.0,3,praca-inne,0,2.0,3,0,1,0,0,0
7074,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,inne,135.0,dom,352.0,3,inne-dom,0,2.0,8,1,0,0,0,0
7075,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,1,1,0,0,0,0.5,dom,352.0,szkoła,55.0,1,dom-szkoła,0,2.0,5,0,0,0,1,0
7076,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,1,1,0,0,0,0.5,szkoła,55.0,dom,352.0,3,szkoła-dom,2,2.0,5,1,0,0,0,0
7077,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,dom,352.0,praca,41.0,1,dom-praca,0,2.0,6,0,0,1,0,0
7078,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,praca,41.0,dom,352.0,3,praca-dom,0,2.0,6,1,0,0,0,0
7079,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,dom,352.0,praca,41.0,3,dom-praca,0,2.0,6,0,0,1,0,0
7080,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,praca,41.0,dom,352.0,3,praca-dom,0,2.0,6,1,0,0,0,0
7081,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,dom,352.0,szkoła,14.0,1,dom-szkoła,0,2.0,5,0,0,0,1,0
7082,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,szkoła,14.0,praca,126.0,1,szkoła-praca,0,2.0,9,0,0,1,0,0
7083,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,praca,126.0,inne,21.0,3,praca-inne,0,2.0,12,0,1,0,0,0
7084,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,inne,21.0,dom,352.0,3,inne-dom,0,2.0,5,1,0,0,0,0
7085,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,4.0,4.0,4.0,3,0,1,1,1,0,0.0,dom,352.0,praca,143.0,1,dom-praca,0,2.0,10,0,0,1,0,0
7086,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,4.0,4.0,4.0,3,0,1,1,1,0,0.0,praca,143.0,dom,352.0,3,praca-dom,0,2.0,10,1,0,0,0,0
7087,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,dom,352.0,szkoła,58.0,1,dom-szkoła,3,2.0,6,0,0,0,1,0
7088,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,szkoła,58.0,dom,352.0,3,szkoła-dom,3,2.0,6,1,0,0,0,0
7089,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,dom,352.0,szkoła,14.0,1,dom-szkoła,0,2.0,5,0,0,0,1,0
7090,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,szkoła,14.0,dom,352.0,3,szkoła-dom,2,2.0,5,1,0,0,0,0
7091,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,dom,352.0,inne,352.0,3,dom-inne,2,2.0,1,0,1,0,0,0
7092,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,inne,352.0,dom,352.0,4,inne-dom,2,2.0,1,1,0,0,0,0
7093,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.5,dom,352.0,praca,11.0,1,dom-praca,2,1.0,2,0,0,1,0,0
7094,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.5,praca,11.0,dom,352.0,3,praca-dom,2,1.0,2,1,0,0,0,0
7095,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.5,dom,352.0,inne,94.0,3,dom-inne,2,1.0,13,0,1,0,0,0
7096,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.5,inne,94.0,dom,352.0,3,inne-dom,2,1.0,13,1,0,0,0,0
7097,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,dom,352.0,praca,47.0,1,dom-praca,0,1.0,6,0,0,1,0,0
7098,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,praca,47.0,dom,352.0,3,praca-dom,0,1.0,6,1,0,0,0,0
7100,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,dom,352.0,szkoła,352.0,1,dom-szkoła,0,1.0,1,0,0,0,1,0
7101,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,szkoła,352.0,praca,49.0,1,szkoła-praca,0,1.0,4,0,0,1,0,0
7102,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,praca,49.0,dom,352.0,3,praca-dom,0,1.0,4,1,0,0,0,0
7103,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,1,0,0,0,0.5,dom,352.0,szkoła,352.0,1,dom-szkoła,0,1.0,1,0,0,0,1,0
7104,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,1,0,0,0,0.5,szkoła,352.0,dom,352.0,2,szkoła-dom,2,1.0,1,1,0,0,0,0
7105,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,1,0.0,dom,352.0,inne,10.0,3,dom-inne,2,0.0,2,0,1,0,0,0
7106,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,1,0.0,inne,10.0,inne,357.0,3,inne-inne,1,0.0,12,0,1,0,0,0
7107,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,1,0.0,inne,357.0,praca,107.0,3,inne-praca,2,0.0,2,0,0,1,0,0
7108,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2,0,1,0,1,0,0.5,dom,352.0,inne,331.0,2,dom-inne,2,0.0,2,0,1,0,0,0
7109,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2,0,1,0,1,0,0.5,inne,331.0,inne,29.0,2,inne-inne,1,0.0,10,0,1,0,0,0
7110,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2,0,1,0,1,0,0.5,inne,29.0,uczelnia,28.0,2,inne-uczelnia,2,0.0,2,0,0,0,0,1
7111,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2,0,1,0,1,0,0.5,uczelnia,28.0,inne,30.0,3,uczelnia-inne,2,0.0,2,0,1,0,0,0
7112,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2,0,1,0,1,0,0.5,inne,30.0,inne,331.0,3,inne-inne,1,0.0,9,0,1,0,0,0
7113,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2,0,1,0,1,0,0.5,inne,331.0,dom,352.0,3,inne-dom,2,0.0,2,1,0,0,0,0
7114,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,3,0,1,1,1,0,0.0,dom,49.0,praca,120.0,1,dom-praca,0,2.0,5,0,0,1,0,0
7115,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,3,0,1,1,1,0,0.0,praca,120.0,dom,49.0,3,praca-dom,0,2.0,5,1,0,0,0,0
7116,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,1,0,1,1,0,1,0.5,dom,49.0,szkoła,49.0,1,dom-szkoła,3,2.0,1,0,0,0,1,0
7117,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,1,0,1,1,0,1,0.5,szkoła,49.0,dom,49.0,3,szkoła-dom,3,2.0,1,1,0,0,0,0
7118,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,1,0,1,1,0,1,0.5,dom,49.0,szkoła,49.0,1,dom-szkoła,3,2.0,1,0,0,0,1,0
7119,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,1,0,1,1,0,1,0.5,szkoła,49.0,dom,49.0,2,szkoła-dom,3,2.0,1,1,0,0,0,0
7120,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,1,0,1,1,0,1,0.5,dom,49.0,inne,115.0,3,dom-inne,3,2.0,6,0,1,0,0,0
7121,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,1,0,1,1,0,1,0.5,inne,115.0,dom,49.0,4,inne-dom,3,2.0,6,1,0,0,0,0
7122,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,5,1,0,0,0,1,0.5,dom,49.0,inne,116.0,2,dom-inne,2,2.0,8,0,1,0,0,0
7123,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,5,1,0,0,0,1,0.5,inne,116.0,dom,49.0,2,inne-dom,2,2.0,8,1,0,0,0,0
7124,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,3,1,1,1,1,0,0.0,dom,49.0,praca,8.0,1,dom-praca,2,2.0,3,0,0,1,0,0
7125,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,3,1,1,1,1,0,0.0,praca,8.0,dom,49.0,3,praca-dom,2,2.0,3,1,0,0,0,0
7126,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,1,0.5,dom,364.0,szkoła,47.0,1,dom-szkoła,2,1.0,3,0,0,0,1,0
7127,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,1,0.5,szkoła,47.0,dom,364.0,2,szkoła-dom,2,1.0,3,1,0,0,0,0
7128,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,3,0,1,1,1,0,0.0,dom,364.0,praca,58.0,1,dom-praca,0,2.0,7,0,0,1,0,0
7129,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,3,0,1,1,1,0,0.0,praca,58.0,dom,364.0,3,praca-dom,0,2.0,7,1,0,0,0,0
7130,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,3,1,1,1,1,1,0.0,dom,364.0,szkoła,47.0,1,dom-szkoła,2,0.0,3,0,0,0,1,0
7131,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,3,1,1,1,1,1,0.0,szkoła,47.0,inne,49.0,1,szkoła-inne,2,0.0,3,0,1,0,0,0
7132,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,3,1,1,1,1,1,0.0,inne,49.0,dom,364.0,1,inne-dom,2,0.0,2,1,0,0,0,0
7133,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,3,1,1,1,1,1,0.0,dom,364.0,szkoła,47.0,2,dom-szkoła,2,0.0,3,0,0,0,1,0
7134,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,3,1,1,1,1,1,0.0,szkoła,47.0,dom,364.0,2,szkoła-dom,2,0.0,3,1,0,0,0,0
7135,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,1,0.5,dom,364.0,szkoła,47.0,1,dom-szkoła,2,0.0,3,0,0,0,1,0
7136,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,1,0.5,szkoła,47.0,dom,364.0,2,szkoła-dom,2,0.0,3,1,0,0,0,0
7137,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,1,0.5,dom,364.0,szkoła,47.0,1,dom-szkoła,2,0.0,3,0,0,0,1,0
7138,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,1,0.5,szkoła,47.0,dom,364.0,2,szkoła-dom,2,0.0,3,1,0,0,0,0
7139,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,2,1,1,0,1,1,0.5,dom,364.0,uczelnia,123.0,1,dom-uczelnia,3,2.0,3,0,0,0,0,1
7140,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,2,1,1,0,1,1,0.5,uczelnia,123.0,inne,120.0,2,uczelnia-inne,3,2.0,3,0,1,0,0,0
7141,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,2,1,1,0,1,1,0.5,inne,120.0,uczelnia,123.0,3,inne-uczelnia,3,2.0,3,0,0,0,0,1
7142,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,2,1,1,0,1,1,0.5,uczelnia,123.0,dom,364.0,3,uczelnia-dom,3,2.0,3,1,0,0,0,0
7143,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,dom,364.0,praca,252.0,1,dom-praca,0,2.0,14,0,0,1,0,0
7144,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,praca,252.0,inne,120.0,3,praca-inne,0,2.0,10,0,1,0,0,0
7145,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,inne,120.0,dom,364.0,3,inne-dom,0,2.0,5,1,0,0,0,0
7146,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,4,0,1,0,1,0,0.0,dom,364.0,praca,300.0,1,dom-praca,0,2.0,17,0,0,1,0,0
7147,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,4,0,1,0,1,0,0.0,praca,300.0,dom,364.0,4,praca-dom,0,2.0,17,1,0,0,0,0
7148,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,0.0,dom,364.0,szkoła,40.0,1,dom-szkoła,0,1.0,5,0,0,0,1,0
7149,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,0.0,szkoła,40.0,dom,364.0,3,szkoła-dom,0,1.0,5,1,0,0,0,0
7150,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,dom,364.0,praca,364.0,1,dom-praca,2,1.0,1,0,0,1,0,0
7151,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,praca,364.0,dom,364.0,3,praca-dom,2,1.0,1,1,0,0,0,0
7152,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,dom,364.0,szkoła,40.0,3,dom-szkoła,0,1.0,5,0,0,0,1,0
7153,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,szkoła,40.0,dom,364.0,3,szkoła-dom,0,1.0,5,1,0,0,0,0
7154,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,2.0,3,0,1,1,1,0,0.0,dom,364.0,szkoła,40.0,1,dom-szkoła,0,1.0,5,0,0,0,1,0
7155,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,2.0,3,0,1,1,1,0,0.0,szkoła,40.0,praca,13.0,1,szkoła-praca,0,1.0,8,0,0,1,0,0
7156,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,2.0,3,0,1,1,1,0,0.0,praca,13.0,inne,49.0,3,praca-inne,0,1.0,5,0,1,0,0,0
7157,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,2.0,3,0,1,1,1,0,0.0,inne,49.0,dom,364.0,3,inne-dom,0,1.0,2,1,0,0,0,0
7158,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,0.0,dom,364.0,szkoła,40.0,1,dom-szkoła,0,1.0,5,0,0,0,1,0
7159,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,0.0,szkoła,40.0,dom,364.0,3,szkoła-dom,0,1.0,5,1,0,0,0,0
7160,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,1,0,1,0,0,1,0.5,dom,364.0,szkoła,364.0,1,dom-szkoła,3,2.0,1,0,0,0,1,0
7161,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,1,0,1,0,0,1,0.5,szkoła,364.0,dom,364.0,3,szkoła-dom,3,2.0,1,1,0,0,0,0
7162,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,1,1,0,0.0,dom,364.0,praca,15001.0,1,dom-praca,0,2.0,-1,0,0,1,0,0
7163,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,1,1,0,0.0,praca,15001.0,dom,364.0,3,praca-dom,0,2.0,-1,1,0,0,0,0
7164,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,1,0,1,0,0,1,0.5,dom,364.0,szkoła,364.0,1,dom-szkoła,3,2.0,1,0,0,0,1,0
7165,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,1,0,1,0,0,1,0.5,szkoła,364.0,dom,364.0,3,szkoła-dom,3,2.0,1,1,0,0,0,0
7166,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,dom,364.0,inne,116.0,1,dom-inne,0,2.0,6,0,1,0,0,0
7167,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,inne,116.0,dom,364.0,1,inne-dom,0,2.0,6,1,0,0,0,0
7168,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,dom,364.0,praca,120.0,1,dom-praca,0,2.0,5,0,0,1,0,0
7169,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,1,0,0.0,praca,120.0,dom,364.0,3,praca-dom,0,2.0,5,1,0,0,0,0
7170,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,dom,364.0,szkoła,32.0,1,dom-szkoła,0,1.0,12,0,0,0,1,0
7171,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,szkoła,32.0,dom,364.0,1,szkoła-dom,0,1.0,12,1,0,0,0,0
7172,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,dom,364.0,inne,49.0,1,dom-inne,0,1.0,2,0,1,0,0,0
7173,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,inne,49.0,dom,364.0,1,inne-dom,0,1.0,2,1,0,0,0,0
7174,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,dom,364.0,praca,120.0,1,dom-praca,0,1.0,5,0,0,1,0,0
7175,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,praca,120.0,szkoła,32.0,3,praca-szkoła,0,1.0,11,0,0,0,1,0
7176,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,1,1,0,0.0,szkoła,32.0,dom,364.0,3,szkoła-dom,0,1.0,12,1,0,0,0,0
7177,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,1,1,0,0.0,dom,364.0,praca,15.0,1,dom-praca,0,1.0,8,0,0,1,0,0
7178,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,1,1,0,0.0,praca,15.0,dom,364.0,3,praca-dom,0,1.0,8,1,0,0,0,0
7179,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0,1,1,0,0,0,0.0,dom,364.0,szkoła,32.0,1,dom-szkoła,0,1.0,12,0,0,0,1,0
7180,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0,1,1,0,0,0,0.0,szkoła,32.0,dom,364.0,3,szkoła-dom,0,1.0,12,1,0,0,0,0
7181,1,2,2,0,0,1,0,0,0,1,0,1,0,0,0,3.0,3.0,2.0,3,1,1,0,1,0,0.0,dom,283.0,praca,345.0,1,dom-praca,0,2.0,11,0,0,1,0,0
7182,1,2,2,0,0,1,0,0,0,1,0,1,0,0,0,3.0,3.0,2.0,3,1,1,0,1,0,0.0,praca,345.0,inne,282.0,3,praca-inne,0,2.0,12,0,1,0,0,0
7183,1,2,2,0,0,1,0,0,0,1,0,1,0,0,0,3.0,3.0,2.0,3,1,1,0,1,0,0.0,inne,282.0,dom,283.0,3,inne-dom,0,2.0,2,1,0,0,0,0
7184,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,1,0,1,0,0,0,0.5,dom,283.0,szkoła,92.0,1,dom-szkoła,3,2.0,2,0,0,0,1,0
7185,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,1,0,1,0,0,0,0.5,szkoła,92.0,dom,283.0,3,szkoła-dom,3,2.0,2,1,0,0,0,0
7186,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,1,0,1,0,0,0,0.5,dom,283.0,inne,282.0,3,dom-inne,2,2.0,2,0,1,0,0,0
7187,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,1,0,1,0,0,0,0.5,inne,282.0,dom,283.0,4,inne-dom,2,2.0,2,1,0,0,0,0
7188,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,0,1,0,0.0,dom,283.0,praca,6001.0,1,dom-praca,0,2.0,-1,0,0,1,0,0
7189,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,0,1,0,0.0,praca,6001.0,dom,283.0,3,praca-dom,0,2.0,-1,1,0,0,0,0
7190,3,2,3,1,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,2.0,3,1,1,0,1,0,0.0,dom,283.0,praca,96.0,3,dom-praca,0,1.0,3,0,0,1,0,0
7191,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,0,1,0,0.0,dom,283.0,praca,282.0,1,dom-praca,0,1.0,2,0,0,1,0,0
