,user_id,travel_id,duration_time,mean_of_transport,distance
88,fae65199-8df2-462a-ac85-f4a6827dbf81,e57b6355-4284-4191-a949-fc2b82f52c42,15.0,Samochód osobowy jako kierowca,8359
89,9aafefee-fe03-4936-bdf2-58df9f95aaa4,88e237f9-9d01-47b6-85ed-e2e50c38cfe0,30.0,Tramwaj,8741
90,cbe69a60-ad08-4155-b1e0-1f8048f3b978,011cf8f6-2a72-4fce-acff-472c7aa351eb,10.0,Pieszo,1172
91,b7baf0f7-270b-4ac0-9e36-fb7719450595,91bfed92-5918-4528-ab45-579552200bbf,5.0,Samochód osobowy jako kierowca,1171
92,b03919cb-bf5b-4dac-b219-e31cf16847c8,726fc39b-5559-48c8-899a-6e639a5f7ebc,15.0,Tramwaj,6568
93,234e2acb-b430-404b-8a87-441b5d7527ea,5fb9021e-81cc-4bf5-85b5-b40515c0bc92,35.0,Tramwaj,6598
94,15c81525-b5a5-4c1a-a96d-17d875a4b7c4,9aee216e-3cf9-4dae-9cee-7db526293122,90.0,Samochód osobowy jako kierowca,15562
95,89a77d4c-0c46-419b-8b50-1fef1c68e9a1,8e70e765-2127-415a-9e47-20d9b4ff3af0,15.0,Samochód osobowy jako kierowca,1179
96,0224a599-1a02-4362-a47f-d43c67a84ef6,90f6a84b-c62e-4736-8d48-66e2be15ea49,35.0,Samochód osobowy jako kierowca,7632
97,59bf3460-c037-4b64-a272-818c1360b417,ddb23dfa-fd0c-43a8-a6b2-883e8b88eeb9,25.0,Tramwaj,7227
98,fad402dc-875d-4a06-8d59-a34f712b5adf,1a9d5952-63d9-40d6-963c-41d53bae518f,25.0,Rower prywatny,7130
99,edce9068-28b4-432e-8062-a0abb7dc5c43,9efd5886-db8d-4b9c-ab95-f9d35808743b,35.0,Samochód osobowy jako kierowca,12438
100,ce61c71a-69ca-41a9-b719-dcc43ad50dc8,93f8bc22-b929-4c93-a5ce-07aefee24bd8,25.0,Tramwaj,7600
101,375399a2-065d-4a33-9d22-86b05e014095,ea06c24b-8104-4754-9ae2-9ebf06614136,25.0,Samochód osobowy jako kierowca,5791
102,1ae83b9e-4bab-485e-8c73-ee1b011a6d37,b9a59757-df3e-40b8-8475-3bc7c87dd37d,20.0,Rower prywatny,7091
103,79bcbbc6-ce6a-40a2-a019-778e3f106967,ead8560e-5d67-4e41-9989-2940e7ccbb8a,10.0,Komunikacja autobusowa,2676
104,5588ad7c-ad88-4af3-9933-695f041e4601,47dbf510-fb62-468d-9f7f-52197c930257,30.0,Samochód osobowy jako kierowca,8253
105,e4a62373-8855-4917-9329-d345dd2bcd2a,5c765f69-17ae-40f7-b270-5d3755228fb5,5.0,Komunikacja autobusowa,944
106,e97435c3-262b-4ee7-931f-aafd80e863a2,e4b6177b-fc64-4559-b371-26ef59763422,32.0,Tramwaj,11447
107,b12ed7a4-b60c-454f-b434-c9f49d648863,70dea79c-0259-4207-8883-073eeb4d8650,40.0,Komunikacja autobusowa,3713
108,5d00c5c5-d990-4483-9b9b-744aab915f87,d1a64f23-105d-4991-a4ea-72d4cde1123c,10.0,Tramwaj,2447
109,1dba1b61-6ed4-48c3-a2ce-a189391afb42,60238c02-cfb6-43f9-8790-b7179220dfc4,25.0,Tramwaj,10479
110,14a119db-c814-432a-a92d-99d4d3860f61,0a3e714d-752f-4137-9d65-f7cfc97a45ae,60.0,Samochód osobowy jako kierowca,8651
111,294c49e6-09f0-4896-85a1-fd6686b922b0,4f976a08-77f7-4c41-b173-669f568cb465,15.0,Tramwaj,12899
112,eeca61bd-17f5-40d0-bdc8-62c4619459e6,d007ae07-3423-48be-be45-80ed0abe16b4,10.0,Samochód osobowy jako pasażer,3553
113,523eb26d-0fc8-45c5-bc49-44208ec58eb8,a3695e6b-fd8b-4932-927b-6c696a00b613,5.0,Pieszo,576
114,a72da0df-4e04-4b9d-ada6-d650e09448c0,1522f392-9320-49f6-8172-8551f9d318c5,10.0,Tramwaj,3870
115,edd6d02c-7a17-46e4-b1c8-ecc603e091d8,4324edc2-793b-4109-8b08-eb23cd9a7ebe,10.0,Pieszo,76
116,6e71a25c-90bf-49da-bbff-fad863bfaf7b,3633a7b5-1b72-4cba-bf80-88a442f2974e,180.0,Samochód osobowy jako kierowca,2731
117,426ded89-3adf-43f7-96f6-60e8cd1c3a4d,9c49a0f4-3f1f-46b4-b5d2-5066385e88a4,15.0,Samochód osobowy jako kierowca,3727
118,388142ed-89c9-4e71-860f-a1705146b886,3c9c2c9e-54b8-470b-82e3-bd17bc2ec283,4.0,Komunikacja autobusowa,1408
119,c78ade83-8b52-43ef-8203-78905bcff94a,2b701223-de99-44cb-851e-ace539d005d8,25.0,Tramwaj,7552
120,fd5e74d2-e8a5-4c9b-8d08-b07d8150c7d3,c68a23f0-9ebb-4a12-a509-4d6f35801a92,15.0,Pieszo,551
121,d7d4dc72-52b9-4939-98b0-540d5ca75eec,7674ef3d-d7e4-4c4b-a633-03f495794bc4,15.0,Samochód osobowy jako pasażer,5557
122,fbc207d6-7d67-4e5c-8e33-f8c6ca744b24,94b033c1-9769-4ae1-9a02-c4a4b1e461be,30.0,Samochód osobowy jako pasażer,9888
123,66c264a6-2d71-44df-9789-caeab1fc1731,8ef80164-54f9-40e0-8241-01af0a0cb688,15.0,Rower prywatny,3125
124,b75f567f-0f4e-43b3-bec8-c4a90393eadb,65bf2666-2d9a-48ed-bc7b-ac444bfa033b,25.0,Samochód osobowy jako kierowca,9607
125,e834a610-c5cb-4899-a6d8-1a950c0e72e0,e374c6bf-f59c-4f8b-aaca-6e7a6cb3595b,10.0,Rower prywatny,5133
126,ed27d25b-4fa2-4c72-82a6-4ffcb3076585,36d93fcd-7fa1-4309-bd89-b90cfc45cca1,20.0,Samochód osobowy jako kierowca,10373
127,71dd8ce6-654a-49b0-8da6-c8e39a628ffc,46bb1ec5-b0e4-4573-845b-a2ae604763c5,15.0,Rower prywatny,2016
128,8d4066c8-ddb1-441f-ad9b-38d180f32d58,6f84d3e6-5795-4c3f-b359-f9b40205bd7e,25.0,Tramwaj,8841
129,b4e0e471-57dc-4f31-8411-639e77223f88,d3083213-b5da-47f0-834b-fdce594eb1f7,25.0,Komunikacja autobusowa,6117
130,f74aa443-51cb-40b1-9618-4127c6e5ece0,6cd33e93-f5d5-4787-b4cc-df5778dca92f,35.0,Samochód osobowy jako kierowca,8783
131,832b4054-dc3e-443e-adfc-fd693373fc98,7aa5cc09-8f42-4e83-8d45-164124b00bc1,48.0,Tramwaj,9723
132,849a8c19-3a93-462d-9b3f-309a080c5c26,51753f60-d2bb-4a9d-a146-a1e57f96ef80,60.0,Tramwaj,50
133,1c7575fb-5a29-4354-b26c-03056b43906a,a24b20d8-7302-4797-83d9-6760892d5096,45.0,Samochód osobowy jako kierowca,11048
134,78994eab-acad-433f-809d-0c38be664e0e,cb04c90f-89c5-41b2-9752-2af91eb6b0b2,25.0,Samochód osobowy jako kierowca,3889
135,385301ed-ae9e-4e14-9b01-0090e9ab7ffe,3abdcdd2-368e-4fc3-a68e-9dd7f3d3c7ef,24.0,Tramwaj,6492
136,5fd98949-00ad-4d3f-83fd-80ac5e05d24d,2e48cf07-38a0-416b-883b-eed05e1aee89,7.0,Pieszo,7242
137,9789d5c7-95c6-4fc8-8315-630a8cc4ef5e,59b290e1-8f45-4ee6-b267-2cbcffb19e05,15.0,Tramwaj,6617
138,10dad9ce-e7da-40e6-bb08-5b6888f17473,5c002a6e-1af4-4489-a21c-a39828797ff8,45.0,Tramwaj,8738
139,f4a49107-4f6d-41f7-acd0-d4619cbf4d22,cc812b74-f6ef-4102-aacf-36a62be65019,45.0,Komunikacja autobusowa,10680
140,46689db9-6dc5-4471-9818-a00a10e49571,ea477304-f679-42f0-af4a-1f03feb3e06e,5.0,Samochód osobowy jako kierowca,1077
141,cbed6542-2844-4d0a-b0c5-f7276b2bffd8,5ac505aa-3d22-48d3-b438-1ec0c3709f09,40.0,Samochód osobowy jako kierowca,6663
142,a6a30267-8689-47d2-a1f0-e03b98761aef,d5bbc43a-6240-4cd7-bc48-567cbc949f09,20.0,Pieszo,2340
143,36911d08-54e2-4d70-92b8-807504f5e246,b0467188-e3dc-4153-8666-2ba05fc6707b,5.0,Samochód osobowy jako kierowca,458875
144,e5d122ce-b0ec-441e-91ae-4db734b90597,5917d128-c60f-4750-a7de-67a92e2f16c8,60.0,Pieszo,7778
145,ee8febf6-d56d-44d8-92be-43ccc7761cfd,d1f75688-cc5a-4341-8319-602c5b0387be,7.0,Tramwaj,1929
146,d7e5f109-4e54-4fdf-8d3e-e35717a6d7de,c6a2d171-4c7d-4309-b466-f479481e58fb,5.0,Rower prywatny,2930
147,9c1826d9-8afa-48da-9755-dccc300da7d2,45570b74-1e98-4f45-9604-bbad53ffe5b3,20.0,Tramwaj,7208
148,8ddfa59b-6bc6-4e3a-8c48-3dd322799026,36efc675-2fea-4091-9373-3cd984411154,12.0,Komunikacja autobusowa,2848
149,64ee50d0-0f97-44e4-b6d9-0934d4a3cb3b,0b4d5bf0-62fc-4338-9549-ee5460c0a2bd,30.0,Tramwaj,11281
150,0297e518-b0eb-455f-be1e-64025f90ebff,769c18cb-3b29-4ab4-bd40-839ae03ac73b,20.0,Rower prywatny,4593
151,143cc8d0-d989-4523-8295-6d97b6241a1c,5d6fbe8e-74a1-4fc2-9437-cd5effea3949,60.0,Tramwaj,13892
152,f6094a51-d856-41d7-a234-3ffc27c56ec5,d92c5696-4660-4f3e-8c99-a37e30cbb914,20.0,Pieszo,587
153,a78886a3-feb6-47b1-8b25-1bbd6fb01d1f,dc6e9a7e-6c91-4e35-9440-f2d2b577006c,15.0,Pieszo,811
154,871ab7c8-1f8b-428b-aa5e-61c26b82b699,a8d96250-81f2-4be3-900e-1733f4e3886d,15.0,Tramwaj,2862
155,7fb77bb9-1103-4d90-9299-072af0646b2f,e36d65ff-f628-47ca-9da4-d91392ba1dd6,4.0,Tramwaj,291
156,bfeb5777-2b2b-460c-83fa-7d0f2e1bf95e,2005bd28-01d3-4fca-a9b2-f25f25e1f04b,35.0,Tramwaj,5870
157,03e03f11-ad8b-4880-b5e9-d9d7d665d0c7,438d7ae2-deef-481b-8791-d98740fe507a,30.0,Rower prywatny,7960
158,57ed176f-3cc0-466b-bd52-2c560b146d8d,88bcbff6-a81d-4bf4-a797-2517831bd291,10.0,Tramwaj,5248
159,0d36db68-f0ce-476d-ab4e-d82be45b6d53,5d3c1d8e-543b-4bff-8596-f3d5fa3eab0b,35.0,Komunikacja autobusowa,9757
160,3af9ee12-f847-4a05-b87c-4ffcc33348c9,5f4f883a-deee-47eb-860a-cb12fbc1c7c7,9.0,Pociąg,9203
161,cf2ffcf0-b73a-4080-a3ff-cf0d2c3985e7,2da4cc12-577a-4361-b25a-33cc3fe2e2af,20.0,Tramwaj,6499
162,349e348d-98ce-41fe-8a3e-211189de7334,cf085fe3-f485-4510-9b7d-ebd6c1559e94,20.0,Tramwaj,6096
163,664509be-f7a8-40fe-bf5a-2508bb0555ab,60ab9424-d972-4d9a-874e-8ca24ba74c77,10.0,Pieszo,819
164,a0806a87-0399-4036-9d94-5f4a6cd04a16,5dd31c0a-ccd6-4357-829a-9ea58dc691d0,25.0,Pieszo,459458
165,9521bc1e-44cc-4a29-b1fd-3dbf4489e459,903fb6b5-0bc0-42e4-93e2-330d40b6c298,35.0,Komunikacja autobusowa,8781
166,669989d0-1d9a-469f-becb-1d93fbbbde39,ce680d47-142f-45fd-a245-cb0893edd63d,50.0,Samochód osobowy jako kierowca,4876
167,3f2a2591-ad6f-4593-9aac-dbc8b9aeb205,1dd2c3c4-7570-4392-b556-a9075538af2d,12.0,Tramwaj,7261
168,b23618ec-8d3e-4c18-bd7f-7de70b59aac5,aab3938c-f3a5-41ba-a774-bdf487c50f49,20.0,Tramwaj,7803
169,8c9ede01-d0c0-4249-bf9f-5c810afa9e01,3f8d6dce-b9e1-4f10-acd5-ee73e6966ec2,30.0,Tramwaj,1710
170,b9a29fb4-12f3-431c-8893-c9fe2182d2ef,9155a2b8-d90d-4ce9-83e2-2529cdf14799,15.0,Rower prywatny,7483
171,74f876ef-52cd-4a35-aa50-484e34d43735,a4731df8-a1ec-4e4a-acda-76c8643db9e6,45.0,Komunikacja autobusowa,7663
172,ea41edb5-7f35-48d1-b1b1-75bf8f47a460,28324003-3062-441b-984a-1ff319ffc7c0,20.0,Samochód osobowy jako kierowca,2055
173,8163c090-c307-43ca-8b4a-c4bf4b54a0c8,6fa03171-91e2-476d-9fb7-36480c4b864d,10.0,Pieszo,435
174,5b590626-7876-4276-9f76-28b87f23a16c,4a19f3d9-9387-46a3-b16c-648da03d724b,30.0,Samochód osobowy jako kierowca,8178
175,1f2cf889-e7c3-49cf-9c9c-138eb51c67b8,98bff4b5-5ce5-45b5-a2e8-56338c2dda8f,30.0,Tramwaj,25200
176,0acf0450-516f-46bc-b998-c79aa8928b38,6fdeff4b-5524-41d7-9223-cf446b3c187b,20.0,Samochód osobowy jako kierowca,6148
177,d412f8f2-e1e1-4c8d-b0f0-743b99f1b90c,869ada9c-660d-4c78-bf83-d22271545134,10.0,Komunikacja autobusowa,1938
178,1de41d5d-f0c2-4a1b-b2b0-2a383879ca3f,22c071c6-2d6e-453a-bf41-bb9595f37fe4,14.0,Samochód osobowy jako kierowca,3096
179,9b515e14-21ac-48e2-92a4-402daee3833d,13bedbe1-124a-4f03-baf7-4ace4505168e,30.0,Samochód osobowy jako kierowca,3099
180,72e99b22-0739-4bd2-b90f-80f61da76ed5,4c05599f-0f71-4cf1-97c0-5829c8e0b3b7,35.0,Samochód osobowy jako kierowca,7057
181,9b5e3387-7f92-4949-806d-e33451fbd813,94370785-722d-4e58-9aab-ed6db76feffd,35.0,Tramwaj,5334
182,2f20c336-edb9-4cde-863f-e37cb44c5885,0755c872-939b-448a-9b5a-ef66d4d7e35d,10.0,Rower prywatny,2131
183,265b0574-0ca4-4622-91ad-9d7f40ebca76,fddd0a9d-9bbe-4a74-8ae4-c04b8c9d7266,10.0,Tramwaj,392
184,e46e3a4a-89a1-46af-9282-848098db1c81,c7a53297-8897-4289-879b-e87c9f26bba7,10.0,Samochód osobowy jako kierowca,2462
185,c3b91161-442f-418a-a75d-20de1283cd84,464a1209-3e41-4d93-8940-611404483488,55.0,Komunikacja autobusowa,8576
186,448bc1db-38d0-4387-9bdd-af7d62cdb195,80845022-3d1b-4224-8dc3-0fa171041ea2,15.0,Tramwaj,6568
187,5d2f0c42-26a3-43a4-ab76-8c31f2d7bd5d,7e9ac48c-a34f-4408-b9cf-60414176cdd6,10.0,Samochód osobowy jako kierowca,6852
188,ef71a874-220e-4225-a63d-40dc44577fb2,b21d0f30-b6a9-47b5-b430-82563c54c184,20.0,Samochód osobowy jako pasażer,1086
