,user_id,travel_id,duration_time,mean_of_transport,distance
189,9ad97e38-e945-4e0e-8db2-e779230dc2c6,ba80a391-8fee-4812-bc27-4eae63685244,30.0,Rower prywatny,7778
190,ed7df40b-ef7b-406d-8b9a-071a5006fef3,fcfe27dd-5644-4e7d-972b-da868da4aa78,15.0,Samochód osobowy jako kierowca,2550
191,44ae1853-d034-413d-9492-eb7f16a125fc,ea017427-5571-4a49-8e0e-42fb8112c34b,25.0,Samochód osobowy jako kierowca,6266
192,871f99f4-8253-44cc-9ef8-c1f902ef0e7a,df40c0b4-be0f-470d-8a9b-32314af31c53,30.0,Samochód osobowy jako kierowca,12996
193,d512e32a-12c6-44fb-ba4d-d665ade46ea6,491bc165-925f-4b0d-a3cc-e3ac90f2bd78,35.0,Samochód osobowy jako kierowca,9193
194,1e632518-ccec-4dce-aefb-5a59e608ace1,33b5c601-e0b8-42e1-9fa8-00d968cb41bd,35.0,Komunikacja autobusowa,6626
195,f8fddc66-99b7-42c2-b308-53a354caffd8,80d206da-e56b-420a-beb0-f78891caf589,30.0,Komunikacja autobusowa,2889
196,6bdf0dc1-efa9-4d06-8f30-bba272743323,decde550-009d-4043-b8c4-cdaa422110ea,20.0,Tramwaj,9036
197,9cabc665-c90a-45e5-9d79-924ddbaee47a,1e30de8f-e3ac-4c60-a242-afc381d70745,30.0,Komunikacja zbiorowa poza Wrocławiem,8157
198,54b62635-422b-40b5-a3d5-ecf9fef26cd1,30d0c891-1922-4089-8866-f54cfbe4f61d,40.0,Tramwaj,7253
199,8af1f0f5-fa7d-492f-b2a2-1f320afad41f,3747d966-5160-4191-a246-e496d72ed893,30.0,Samochód osobowy jako kierowca,9300
200,36f67139-2e4d-48a3-9a28-9c58b533587e,ca109881-454c-45d7-965f-b387bca4c99d,20.0,Komunikacja autobusowa,2976
201,78b4ed76-789b-4da6-b886-9f409bdc05c9,32d0380f-3162-4e53-a6f5-537ad3ba3772,25.0,Komunikacja autobusowa,5718
202,519cfd7a-4882-4694-9e70-a192f8416569,f290b4c6-62cf-4917-8acb-195727d0b41e,25.0,Komunikacja autobusowa,5295
203,b5c69ca8-5f65-4d29-9eb1-1b365e6dd354,b1ae6111-08cb-41ff-a896-33bfcbff57c8,5.0,Komunikacja autobusowa,1826
204,05c3aecf-97b9-456e-9de7-ade38af22b0d,c2d430cb-5990-4286-bced-e38d6712ad11,8.0,Rower prywatny,1244
205,17df62d5-0ff8-4bdc-9051-d1b06bdc0e8a,e9da518e-f1ca-4a6b-9d13-679a36a6f7d4,30.0,Samochód osobowy jako kierowca,26631
206,2b33ae3c-c69b-45ee-b18c-5c9c6307adcd,e6077340-f684-443c-a7c7-2dcf2086bb03,40.0,Tramwaj,11320
207,25a17a2c-dc71-4ff2-86c2-613c8a757551,528ddf9b-b366-4b08-b16f-83679e4c56e5,20.0,Samochód osobowy jako kierowca,3744
208,be40e0b6-da27-4f6c-81ab-931698b8820a,4b5f1e0f-13ac-4be3-8f8c-fa8918e17405,20.0,Pieszo,1649
209,7a78eed9-2e1b-4c12-8cf8-2f9ae3d2b2e3,351c5eb0-852d-4c26-a239-aca41fae2f91,30.0,Komunikacja autobusowa,6446
210,ecdaba8f-c765-4155-9e4c-a34210c38c54,c5d94658-9ed6-4158-9a34-194e9a40ae77,30.0,Komunikacja autobusowa,10903
211,08ff3842-94ac-4eb4-9fcd-b8d74c31343c,4c169664-27b6-42d8-b948-af7dd18a7414,5.0,Pieszo,989
212,d9c55c7b-e458-4771-88ae-0b0007a3c4a6,1f99af12-41cb-430f-9142-274fd0a43cd7,20.0,Samochód osobowy jako pasażer,4304
213,e0d47533-4eda-4826-87e3-eedbb73ea690,830c5dd0-4458-4ecc-b620-b70cfed5310c,25.0,Komunikacja autobusowa,4990
214,838a4d54-fd64-4c2d-8683-f24653078fe9,06210180-9956-460a-a39e-345a363b445c,30.0,Tramwaj,9875
215,1055f689-07c5-4d43-a236-9cb31e4acd57,a6899929-efc3-4cac-b909-f0898e516641,25.0,Komunikacja autobusowa,3599
216,9a751896-c0f4-400b-8019-6654103d2489,aa1a3b48-e255-41e7-9daf-105e36049609,40.0,Samochód osobowy jako kierowca,5134
217,36a60678-f23a-4dc3-a684-9885ecfa4c8e,60077931-ae04-4764-a129-b91022103125,15.0,Rower prywatny,666
218,9c0dd4d7-2b7e-4986-907b-47afdaff0c7f,7214d4f6-ee0b-40b3-90c1-42544edb7605,3.0,Komunikacja autobusowa,548
219,575194d6-b32d-4aa4-83c9-82fd75d79acf,ee40e1bb-3503-4578-a570-3cbc5963c920,50.0,Tramwaj,8246
220,6e1151b1-5f1e-4096-98cd-afe76072292d,22f12383-cc50-4a84-93f3-ed71dbe9dc70,10.0,Pieszo,561
221,3e899385-a4c8-4df2-b275-043bc6d90508,1b9f97c4-9ed1-48bc-a957-44e5ff95c15d,30.0,Samochód osobowy jako kierowca,8442
222,f35406e9-b033-4b73-b4cb-0f5b1992f39b,a6c35afb-4af5-4adf-940d-f4e524903117,40.0,Komunikacja autobusowa,4622
223,7ce0038a-83c6-43ff-ae7d-03e66f1bb012,9137aeab-efb1-4f4f-9f30-47857f5a63c5,7.0,Pieszo,548
224,4b52ecad-3a13-4069-bce9-80d9791cdc29,64a42229-679c-4e34-a0a8-6a887eaa3b25,15.0,Rower prywatny,1803
225,80e4919e-6ff5-4d4d-a4d0-3e7a080eeb42,2d7f594b-3cad-48ff-84f6-f90d080dc4cd,30.0,Pieszo,1883
226,4d7e9810-a233-47fa-bdf1-e75e3de4a91a,8798ed54-a58e-4038-95e6-7e8384c06646,25.0,Tramwaj,6801
227,180f20bc-669a-4dc5-9b94-10c8a189cb9e,962af813-8924-4fe1-92fc-82f668b7675f,20.0,Tramwaj,6398
228,fef41699-b197-423b-b50b-b1228188de45,bb1c794e-c78c-466b-9ee8-2d038d3eb13e,20.0,Tramwaj,5603
229,cd433d2f-d643-4839-a742-04f0cce998eb,be14eb12-c0e5-40ae-b39c-6d71a64c9f12,30.0,Tramwaj,7456
230,20d3c872-19c4-4cd4-88b4-4a943c130a37,25f4fc38-2a3f-44a3-b6ab-4130acdcd638,20.0,Tramwaj,7570
231,5846fbfc-df96-444e-9d17-a3a8e0118f46,538a3610-e8ce-444d-bff7-7b60c9706621,20.0,Tramwaj,4041
232,96d1a3d7-72fb-4572-b0b7-5dfd49ab8ad7,025385a8-82f1-4084-aefb-a45604bf4f93,25.0,Tramwaj,8891
233,f3b56f78-5444-49d4-a6a7-b62ffa00c4f1,2007937d-04ba-4e08-9128-8bac1cd057d1,120.0,Pieszo,7778
234,bfb90d96-4614-48dc-8567-57b7c8dd3e8a,0af2162e-420e-4c7b-a7bb-1c251588be61,75.0,Pieszo,0
235,eaad4651-3261-4ffe-87fc-93e265447c4f,5b38c82f-2a83-4483-a2d6-87e047cb49d0,15.0,Rower prywatny,2232
236,104b095f-ae9d-4ff6-b030-12a14b281a21,c76adccf-95fb-4cc3-9847-c25079f214a8,15.0,Tramwaj,5040
237,586091b8-9432-42e9-80d5-4ded2cc8a8a4,06663bf1-2aa9-49fb-8cee-7cdd268819a7,3.0,Samochód osobowy jako pasażer,1797
238,31e666cf-e961-4110-8b72-02b0c6308dd0,f7ca2449-aef2-433f-8e9c-8e0728d02587,15.0,Rower prywatny,5013
239,831584a9-7243-45a3-94cf-c6cd0ce3cbba,b0b976fe-b47d-4856-bd85-28f59cd0e5c4,10.0,Tramwaj,6568
240,7860c55b-d8e9-4d4f-8c9b-db45b688172f,0051c284-d802-4368-b26c-287fae81bb6a,90.0,Pieszo,9659
241,545570f6-136d-4066-b67b-be35b6f3792d,8210d5c3-3065-4eb1-8107-6ae84ef6405c,10.0,Pieszo,2919
242,ac2c9899-1eba-4ff2-ace6-08f0531d7907,33ae11ef-d17c-4033-a6f9-40e2491b8243,20.0,Komunikacja autobusowa,2287
243,10cc3198-b301-428b-8b38-17be9562418f,ccc6f505-f89c-4933-9045-3d69c7ccbb41,20.0,Samochód osobowy jako kierowca,2984
244,415ef028-72bf-4e34-981f-1ecb44e57ada,61560825-26ed-4ea7-a83f-657a7b347c62,130.0,Samochód osobowy jako kierowca,5744
245,5f63f9a4-f004-4505-9820-4236e9cdc998,181d9f69-e2d6-4cfb-95ce-f1c1feffc7bd,50.0,Tramwaj,14245
246,aa38af1a-a127-48f4-b21a-341c8e355223,95384fd3-e87b-48db-8ed2-df5258fe62ab,10.0,Samochód osobowy jako pasażer,6425
247,4858db29-a46f-4f75-9b14-35e0c026b846,fef5244f-2e91-4cfe-89a5-2a7836cb434a,40.0,Tramwaj,6031
248,6214916b-ec75-4060-b8a9-a7b92c059c20,a682341e-4e45-46f8-907c-2701786ec67b,5.0,Tramwaj,7102
249,59527ee8-3d49-4446-9c19-13de09589f5b,8ac4cf6f-a56c-4069-bf48-56376ee84bb3,20.0,Tramwaj,4817
250,7fd26333-1284-47b1-9464-7f28ba95a290,939b58cd-ec85-49af-961d-3bbf1b8a3057,20.0,Tramwaj,8230
251,bfce44f3-6d11-4e79-b713-31f9f930d28d,ab847319-d557-481a-b802-3fd507c5a106,5.0,Rower miejski,842
252,52b29ff0-9ef3-4e70-8d5d-518f24c88233,5098e2b4-b2c9-49cb-a48e-02c7ed394d09,31.0,Tramwaj,10175
253,bfaa1a29-9a15-4202-bc50-ff645068751f,5172cba7-b6d7-4c4a-9583-3121c297f966,30.0,Tramwaj,6977
254,af481691-55e4-4cff-a031-04ece721608c,0a6e460b-dfc6-4ded-b13e-7e7eedc2c522,30.0,Tramwaj,8263
255,ed89b8f0-1a4f-44d3-86f3-8129d1d3183b,586ad0e4-ac4c-4e9a-9aa1-4b3adf96843d,15.0,Komunikacja autobusowa,4705
256,714a31bb-8cae-4e03-b6cf-0925c36d446b,bb928a7e-7e0f-44fb-b3ad-7c68ab1e939f,60.0,Tramwaj,10742
257,a060dcb6-4cee-47b0-bb33-71b2bd20037f,92da28ab-f2a8-41fd-8631-9addda867b92,25.0,Samochód osobowy jako kierowca,8888
258,1cbbf386-c1bb-478f-9001-443590d643c3,2eb38382-c627-470b-b940-e29061643a9c,5.0,Pieszo,1291
259,731c781f-851f-41ec-b17f-42c7b694a3ec,1f0d551e-40c0-4901-830a-719e38b01077,25.0,Komunikacja autobusowa,7655
260,ace37de2-bcc7-4c77-890a-46c90373e563,e651bd23-25d6-488f-8c06-7245e6155023,10.0,Komunikacja autobusowa,4647
261,58efbe4b-cecc-4428-9001-8820d5845f4d,39d8fa0f-de54-47f0-afcc-f424d0dbcb65,30.0,Komunikacja autobusowa,4517
262,5d711d0d-ffcb-4250-9193-9859778ac13d,2cd056a6-9221-46e8-9eb4-b1d8f7576a54,10.0,Pieszo,7778
263,5330fd7f-5fe4-44cc-8b60-d408cb4cb221,f0975dfb-5a80-4560-bb47-afd213840107,15.0,Samochód osobowy jako kierowca,2462
264,ba3ff818-1d41-4a00-9480-3e03df5e63d9,f0359222-ffa0-46b0-a4b7-de3ca9345bd8,40.0,Komunikacja autobusowa,7113
265,b796a3b0-2be1-4909-be58-d3ebfe997c1a,0eee3e53-f297-4aa4-abd8-aa779ab06557,24.0,Komunikacja autobusowa,6752
266,ef45e9bb-1b5e-4114-aaf8-20500b49445b,a3720c3e-9e44-4668-a13c-56c486c92ce8,120.0,Pieszo,1291
267,2a0ec923-a273-4f47-82d0-c5bf91e11275,d035fbe8-877a-4bdf-8b1a-674bef7b8663,20.0,Tramwaj,5928
268,0c42ee53-621b-4f4c-8ece-b894d781a9c1,00c6b9e5-a617-4aff-8315-ea0cc8ea5bd4,25.0,Rower prywatny,931
269,74b53491-d901-49b2-a54a-de55b9453eac,5fdecc9e-aa1b-490e-afe4-c536e041b951,30.0,Samochód osobowy jako kierowca,20922
270,2eb0ea81-f435-4415-94aa-32b555988a16,6dc03f59-91d8-41a3-8558-7c48101fdb9b,20.0,Samochód osobowy jako kierowca,7591
271,9a24d2c3-a410-4a68-abe1-b0c2e36b9ac7,b9537def-b47a-41b0-8a3e-0e80b1e3e9fc,23.0,Samochód osobowy jako kierowca,3520
272,e9ed9d09-e0d0-4291-b37f-a8d7af998b33,a4a3c263-326d-45c7-97c8-481758b8b7ef,10.0,Pieszo,480
273,0f777d7d-6e64-4546-a27c-1ca7681a16b4,6d234b08-d216-4088-b681-b83543d170e8,10.0,Samochód osobowy jako kierowca,1844
274,989bd30f-469d-4fff-90cd-58fa64269afb,ce74a353-8032-4cc5-8046-4cc98a855960,20.0,Tramwaj,8311
275,bedacb6b-4a49-41aa-b291-2f352aec674d,99e15785-a232-4eed-a841-12ee5320d5c7,20.0,Komunikacja autobusowa,2210
276,d01ffa45-f92c-4171-b10a-67df2aae41af,996a94be-b5e7-4767-a942-675cff07c483,5.0,Rower prywatny,1109
277,cf7b8814-7164-4dbb-9da3-304099732ddb,31cc7c82-ab6a-4b6b-8a52-330f40b39480,30.0,Tramwaj,6568
278,ac45021a-7efa-485a-ac5a-391421b2dcaa,6f4ad1da-77a5-46c1-8c1a-e80287f6240e,5.0,Samochód osobowy jako kierowca,1395
279,b167edcf-0fe7-4888-a0e4-6ef5e556642d,1b8e5871-cc83-4b12-a1a0-ef9d3f494bf1,20.0,Samochód osobowy jako kierowca,3415
280,2f9c46f7-83b8-4a59-a3f3-adcd52874703,12fa9e95-0e61-4c94-8a9a-006b560a3dff,25.0,Pieszo,2487
281,a9a52bc4-3969-42cb-859f-865c612aa5df,3fe7f241-9091-4539-aa19-38201ca4931e,10.0,Tramwaj,2847
282,fc186eaa-ee29-4902-b4fb-1b844239b85d,796af325-957a-4170-a6eb-71acd35ec10c,20.0,Samochód osobowy jako kierowca,6061
283,11357c9e-4df9-470a-928b-eb574fe61ad5,14c9be51-ff01-44fa-bfa2-5751446bd7e6,7.0,Tramwaj,2944
284,0165b000-e0ae-42df-a942-2ede2c7950a3,9a83e206-2f91-4e29-9bc7-5c76dc0e88ac,35.0,Samochód osobowy jako kierowca,8741
285,46a50e05-3ee0-4ac3-82c4-457b58016b04,e109acfb-77b2-4cfe-8f3f-33664be2afa3,20.0,Samochód osobowy jako kierowca,9948
286,c0ae55fe-4c0a-4cd7-952e-2f294c9e5923,75c7b629-16cf-40fc-8f31-a8b58a288194,8.0,Pociąg,7990
287,f2d99954-1853-448c-a0e5-6b86038a503d,3923ef2c-070c-4062-b560-837793569835,30.0,Rower prywatny,9279
288,e7ff93c2-f298-41c8-a268-de981f1cb839,d5a367a3-a8ff-4314-a3b4-ac2c65317790,20.0,Rower prywatny,4135
289,90c1a93b-b403-40db-9168-1eded62a1468,72270990-62f5-4a1c-a013-5182bd181854,20.0,Tramwaj,8568
290,96a722df-2e68-4944-83b5-cc1406573b57,348e8e10-9e8e-4717-948b-e00cf7291d42,35.0,Samochód osobowy jako kierowca,8244
291,05401ced-8a17-4619-b82c-4af110b8b57c,f9b947d4-51e7-4668-8dbc-d9429e01bf84,12.0,Samochód osobowy jako kierowca,4052
292,56656241-1ac8-4212-80c9-157d72d31676,2c7f6681-a7fd-4377-9530-0dab0b3e4fce,17.0,Komunikacja autobusowa,7716
293,781c4650-2b69-4ecc-b85b-c197ceb1df62,bf9e21c9-7d92-4cbb-9828-0c6c54ea876a,6.0,Samochód osobowy jako kierowca,2326
294,f1f8cb05-9bb7-4348-8edc-21df21aba3ca,7adc9799-19c4-4b00-82ea-80c8d04cb428,20.0,Samochód osobowy jako kierowca,10421
295,bb5dfdd3-832d-4734-9126-2ad513bb32c7,598c73af-d3ee-4e1b-96b6-88d2e3df46fd,5.0,Komunikacja autobusowa,1033
296,cdd817e7-a8ea-4e8c-9629-8dbc8581b372,79e4e6b8-a9ef-4776-baf7-faec40bee987,15.0,Samochód osobowy jako pasażer,6546
297,f4b5f191-b583-4311-be55-ac2d81c407ed,2eb3418c-e2fc-4169-b196-8e69031aa338,7.0,Pieszo,148
298,adfe1fc7-d8dd-41de-b456-bf4f0e2c24ff,f2da805d-d300-4888-9d46-05b904c1dc04,16.0,Komunikacja autobusowa,3469
299,7fb0d87e-a368-45fb-ae40-c517522962ae,f964b499-888c-424d-82a0-cc41d6c8b8f0,25.0,Tramwaj,6981
300,a6e12137-b29f-4c4c-bd24-9f5f01e5ea94,c532cf7e-fe7f-4c1c-8f73-84eaba62f7b2,10.0,Pieszo,4177
301,3c2c252d-b2bd-4f9a-8f2c-6a0828d31ffb,f8c2f962-fd90-48fd-8f37-5b36ad3d8cf3,20.0,Rower prywatny,5702
302,1553a4da-b1cb-416a-be63-72917051ea45,8dbe13dc-62e8-4578-a9b7-7b80bcb1aceb,20.0,Samochód osobowy jako pasażer,3301
303,6530f727-fdbc-4d2f-8d2d-96d9912812fa,fe090969-3941-459f-aeb6-ebef48aa4262,35.0,Samochód osobowy jako kierowca,7333
304,a40b5bf6-2244-4ec5-89f9-a3e63c176b68,de1c42e1-5fac-4d09-a86e-dc4968ca6cd6,25.0,Rower prywatny,3145
305,553f663c-3354-4c44-a5a3-70e014b0d2b5,34c6d465-1a6a-4abd-89de-e229c617889c,25.0,Samochód osobowy jako kierowca,6523
306,b14a1f36-455d-4305-96f2-f0afb6c6f15e,8e5f1cbf-4b1c-4eef-9b07-5bcf41cdb3ad,4.0,Pieszo,576
307,876547e5-1ad4-40e6-85bd-301515991c27,ca5ea78b-61ba-45e9-bdc4-e25e3d251dc8,15.0,Rower prywatny,1890
308,8c1d7e47-1f97-49bb-97d8-716ea39b1361,e5baf4bf-da0a-492a-ba4a-4673dff65c2d,15.0,Samochód osobowy jako kierowca,4534
309,273c98cf-18b7-4c53-b75d-5bef3961c3e3,808edef5-ef38-48a9-9355-90340fe45c14,25.0,Samochód osobowy jako kierowca,10742
310,9a305e76-43ca-4710-ac2c-f112b2f97b28,540dda7d-3b81-443a-872c-0016a52b956d,3.0,Pieszo,81
311,cc8a0a6d-a9aa-4b76-8728-56b0aa37d62f,db9bda4e-20dc-465f-b473-78f744efbcb6,35.0,Samochód osobowy jako kierowca,13762
312,e9b7242a-9320-4dfe-bd0f-62027f7246b9,d03aae9a-ee01-48b7-8dba-11d3dd8824bc,9.0,Pieszo,7515
313,218502da-315e-44d0-89f2-ae247132e3cd,71eba20c-dc02-4ddf-8164-02efc27209fa,31.0,Tramwaj,10467
314,2136b05c-654f-42dc-b644-63b6dbdf56c0,5e06ef6a-f5d7-4866-a5cc-50917dae7d15,20.0,Komunikacja autobusowa,7022
315,f8a5d486-2a53-4de9-b113-ca4b79c52516,965b338f-8105-43f1-9df4-f476cd7ee6f6,15.0,Tramwaj,5907
316,96929577-f950-4f25-a648-f61dbd7ef9b8,ce73eda2-e2d4-4ad7-bf5f-2cbcb5c26088,25.0,Samochód osobowy jako pasażer,11089
317,045cb556-73fb-4dd4-b45d-d9e2aed868ee,c7500efa-b35a-4990-a9ca-4161192a5e99,15.0,Samochód osobowy jako kierowca,3410
318,73693fc0-d524-42af-acd9-1fb585a01b93,f13441c8-34c1-4fbe-af36-d8b963dd706f,10.0,Pieszo,991
319,5971853d-4ebc-4ce9-9da5-69f76ff13d13,1b6c0261-e3e0-4a1a-9985-6af148e9fea6,5.0,Pieszo,6380
320,18de0b2a-87bc-46ac-9c1c-e69d53fd3c34,c8aaa54a-6134-47a3-9f94-8de20b3fabd4,20.0,Samochód osobowy jako kierowca,7835
321,3c7cece2-c614-4b19-992f-fcbee0205d70,7c764781-0614-43a0-8d8f-d6093d803689,17.0,Pieszo,1696
322,d053962a-e023-4482-b61b-3a612dceeb04,944f4641-50b7-4224-9394-08fd2509e6f5,11.0,Tramwaj,7136
323,2a1b42af-e519-4eec-a52f-df40d6c274a0,c6ee9818-bc0c-4f60-95f8-371271b86c38,15.0,Komunikacja autobusowa,6356
324,e9558b8e-f2fa-4233-8764-84a68beb82f7,20dbbf2a-65a1-430e-a565-f845c6ebe1d6,7.0,Komunikacja autobusowa,2280
325,1b53d806-a64e-4947-89cc-f01846df3f83,93363654-d5ec-4125-bffe-7f4f15289f84,25.0,Samochód osobowy jako kierowca,11934
326,9bd3f228-92ae-462a-ac65-ef40af2a1924,b600266d-db47-4d97-acc7-2c90494a3a63,20.0,Taksówka,7035
327,80e470cf-457b-4977-bb11-8ea006ccef92,349e931d-3ee1-44f9-a0ea-65b3364c6b04,10.0,Samochód osobowy jako kierowca,7242
328,b06fd3d5-6bc8-482f-801d-8b170a55e2df,e5fb9f0a-fb68-4650-bed2-f6f90b74f16e,10.0,Pieszo,76
329,07803b9a-f2bc-4f93-b7d0-7a26db85bf00,9b0e77ad-5f60-466b-aebc-35bd40af5284,10.0,Pieszo,844
330,e59e41c7-45c7-478d-895b-44b7c078547b,4a7284d6-a7bb-4fb1-b87a-89090965ccef,10.0,Samochód osobowy jako kierowca,5773
331,0df816fc-88bb-4096-a7f6-bf6c95792d8a,81ee3893-3de9-4df8-b42e-5b26917f8415,20.0,Rower prywatny,3441
332,b2cea16d-d04e-438b-ba6b-6f5ea1e11a91,62307738-f92e-4c7b-ba80-491e19361f55,20.0,Komunikacja autobusowa,1101
333,78361105-d7fc-4f21-a93b-2dbada47a550,b6627feb-607d-4326-8600-91d658f0ff3d,25.0,Samochód osobowy jako pasażer,6620
334,1d9098bd-552b-4008-83c6-0d8996465caf,7614449c-09dd-497b-9162-4031ebe472d8,25.0,Tramwaj,6048
335,4cc49933-472e-44c7-8a2d-f14de10ac0f9,836fca6a-7edc-4c92-92af-079c0cb0749f,50.0,Tramwaj,9535
336,a7a1a8de-b2c2-4004-aa20-95976382fcd9,df316e01-b17e-4a61-8758-64520ed51e49,60.0,Komunikacja autobusowa,16746
337,67d44621-aea2-4cf7-a7fc-89444e1eb088,a6ce4567-963d-4cc5-ac99-de6285f2c3ef,10.0,Tramwaj,2858
338,babfe92a-810c-46cd-8711-33015fb58417,6410db3c-bfe0-42d3-9850-359efb0eb849,40.0,Samochód osobowy jako kierowca,7456
339,40a1066e-78d6-4a83-8f43-2ceb56c999ed,577c1ad7-2a71-44a5-bdee-16473d8e01fa,15.0,Samochód osobowy jako kierowca,6841
340,6d1c8913-4289-4722-ac6c-16274907f70b,6b525a06-e168-4ba0-a641-a48f0ba8b6a2,12.0,Samochód osobowy jako kierowca,1894
341,4f92c4a6-befe-4452-bd9e-e07fa4a764c5,08cd7c38-2a2d-4d38-a649-12bbc9c8fd98,60.0,Komunikacja autobusowa,17552
342,1ea3c898-31a1-40c8-9f9f-a5340e538acf,feed4a16-9bee-44d1-b0ba-5507c17118e0,35.0,Komunikacja autobusowa,6753
343,7108fcaa-8cf7-4e4c-90ed-90372492f031,43490280-8a1b-4b13-86a8-2519957d2cfe,20.0,Samochód osobowy jako kierowca,4008
344,6ee3c79f-41ed-4e31-ac4b-b5edea8ae186,e39cbce2-5f75-4366-813c-ace235e7e3d0,15.0,Tramwaj,2078
345,0c74be8c-16cd-484f-b214-f9184cc50a4c,a64c8a22-50ea-4c90-a4e1-59bad4164db5,10.0,Pieszo,151
346,2fcc2b10-a071-4698-bf17-d33b71662f22,a5e35fef-f6c7-4539-ac1a-e2c1b686aa9b,10.0,Komunikacja autobusowa,1577
347,550fda0f-3b8f-44e9-abd7-d2f4c5ff1736,cc6ac4ea-b8b9-41c2-8012-814ededbfc59,20.0,Komunikacja autobusowa,4698
348,93838d24-81a1-47e3-a31b-84758d624b1e,7cebc45c-5f9a-468b-a3b1-c8f868b9c009,45.0,Samochód osobowy jako kierowca,15648
349,49f117de-714f-454e-bc89-c5ec953fa0ab,b153b983-9c6b-45a4-a5dd-6c0bc8a6d131,6.0,Pieszo,419
350,685cd435-3aae-4c7c-a8b5-d3e4a9b4ac0e,e0567463-d405-41b9-83b3-0a9adef512b4,5.0,Pieszo,1329
351,7629e6d5-47a6-4441-b5ee-5cbdf0bba8ac,635af6ad-96a7-46cf-a272-80f8e238b15f,15.0,Samochód osobowy jako pasażer,3231
352,0f855903-3332-4e21-80fb-9284576efdd5,3bce9c0e-68b6-42e0-8238-f72f0d896957,10.0,Pieszo,717
353,aafa29af-61ed-42f1-9237-2325f392d919,0112430f-b9e8-4f5d-b9ba-deb0ffe63c64,10.0,Rower prywatny,1329
354,770b064b-5ce7-4332-8d46-aed573c3932a,9c7c1935-97ab-48cf-a8d6-d2e3b2d1cf5a,17.0,Tramwaj,7495
355,bf9872cc-7f1b-45cd-9f46-922a1c9f2d75,9506573f-4432-4c32-9274-108fbf593f75,5.0,Komunikacja autobusowa,8610
356,84b68ee4-1a05-4469-a166-32ea450dc308,8c9daca1-b92a-41e9-8240-82d10a045d6b,8.0,Tramwaj,8296
357,6c6bb407-8f63-4b08-bb11-b00ac3280194,9c9d49d2-18ac-4f2d-836f-d8a35390d3d2,20.0,Tramwaj,8518
358,33e7451a-f9dc-46cf-8e60-f89fabf3ac60,c8bf5253-190a-4565-ad65-22b7125932a3,40.0,Komunikacja autobusowa,7994
359,d4120c3a-7465-43a2-a897-0463a8ca683a,cfd4a32f-558f-467f-8d8e-20d8bb46f5ee,25.0,Komunikacja autobusowa,7774
360,ce42c7d3-ae79-4876-ab1d-1c70082854ef,d31850ca-be7f-476c-8868-fee219144d5d,25.0,Samochód osobowy jako kierowca,12076
361,cbaf9189-cb9b-4f0c-9b18-a15c2c8b3ca6,e54e9fd9-7ba5-43d4-bf18-9dc4c0956466,13.0,Samochód osobowy jako pasażer,7074
362,f3b2ac96-9533-4f98-af5d-c0e952a05d61,e03434fa-4645-4d96-b807-f8cc252348a1,10.0,Rower prywatny,2343
363,1a3cf9ed-6ae8-4763-bef4-043954a176ba,32ba9668-ab4e-47dd-8986-d439336c8526,20.0,Pieszo,1642
364,792e9084-cf1c-438b-be8f-9b583e9c6253,08ca27fa-835b-4a40-aa1a-9aa8dee48afb,5.0,Pieszo,977
365,70dd6c00-b1fb-4558-b8c8-179111b20189,a3d9aac5-703d-435a-825c-cf78a3f7186a,7.0,Tramwaj,2284
366,ab3fabd2-9297-4388-a306-a7aaaf599dea,2970d8d4-4f21-4f0d-a51c-154a9c506e6b,10.0,Pieszo,419
367,3be7d78b-86e7-4056-a853-b5c1954a85c8,845805a8-e1ea-4187-9e43-49cdf37d5a8e,2.0,Pieszo,1399
368,ca78ef17-10e1-47ca-88de-730e9e817195,3292a3b6-8d40-4b14-98a2-0858d3b4237c,35.0,Rower prywatny,0
369,d986e726-3078-4e9e-8e2c-e22aa8819282,3f67e74c-a03f-40af-a08b-c896063875d5,60.0,Samochód osobowy jako kierowca,16124
370,40a39b94-ac1a-47fd-83d5-2cb45ff9e498,feefc65b-451f-46c2-bf79-ac775d36bea7,4.0,Pieszo,417
371,b73ed632-18aa-4213-87dc-0e076bc65924,db22094a-730b-42e9-8ba8-35bfa44508f6,4.0,Pieszo,1399
372,399829a8-be82-43ad-ac90-f2d3e2e3c1f8,13a6165b-fe9b-4cb6-a517-060d34e91e73,20.0,Samochód osobowy jako kierowca,0
373,c3621b18-88ec-4e5c-bc3b-e29fefb75d39,5a74db3d-4f04-46b4-83ed-57ac49660e0b,10.0,Taksówka,2968
374,a2c98ece-dec2-4e17-8d67-48cb04748b4f,7f6f7f2d-567c-4452-afb6-041df7edf246,15.0,Samochód osobowy jako kierowca,8240
375,a5e86f0b-8d67-47b3-a11b-6354d55ea59b,753c372c-ebf7-40a6-aac7-3880d16dc4ea,40.0,Komunikacja autobusowa,4110
376,1a272eff-f13e-4a39-87dd-98e43716dc14,a914d27a-24fd-46d0-ac36-6a0f2eb366a9,15.0,Rower prywatny,3716
377,2bec0e23-835e-4678-a67d-e5dc5c952a79,0b9bf8ff-6d8f-47d6-bfc2-9d2f53abf2df,27.0,Tramwaj,2438
378,8cebd289-be13-417d-a84f-3e8d4b957660,e37e242b-7091-4f0f-bfdd-d307a01b3979,40.0,Tramwaj,5739
