,travel_id,lat,long,time,mean_of_transport
134,04e97280-eac0-4046-a982-2ea266e244c8,16.9658552,51.1298114,2019-10-28 08:00:37,Tramwaj
135,04e97280-eac0-4046-a982-2ea266e244c8,17.0122596,51.1197361,2019-10-28 08:20:37,Tramwaj
136,563caaac-03c8-4f56-bfa6-757d8d78ed35,16.9807604,51.1244389,2019-09-12 06:00:00,Komunikacja autobusowa
137,563caaac-03c8-4f56-bfa6-757d8d78ed35,16.9510738,51.1151007,2019-09-12 06:25:00,Komunikacja autobusowa
138,acb841d0-fbde-4419-b585-ef05e8a3df31,16.9697476,51.1265577,2019-10-24 05:30:00,Samochód osobowy jako kierowca
139,acb841d0-fbde-4419-b585-ef05e8a3df31,16.9968236,51.1247463,2019-10-24 05:45:00,Samochód osobowy jako kierowca
140,9634b99d-f842-46de-bc14-f4f9b2739900,16.9841234,51.1226431,2019-10-27 14:00:00,Pieszo
141,9634b99d-f842-46de-bc14-f4f9b2739900,16.9890656,51.1226776,2019-10-27 14:20:00,Pieszo
142,bd53936d-017e-49bb-86b0-0c869cb50116,16.9879265,51.1232929,2019-10-28 07:27:55,Samochód osobowy jako kierowca
143,bd53936d-017e-49bb-86b0-0c869cb50116,17.05931280945112,51.11257535,2019-10-28 07:50:55,Samochód osobowy jako kierowca
144,89fad2b1-b2cb-4b8e-bd85-01c92dd72614,20.9769114,52.1841751,2019-10-25 06:10:00,Samochód osobowy jako kierowca
145,89fad2b1-b2cb-4b8e-bd85-01c92dd72614,16.958788228681506,51.11270825,2019-10-25 06:15:00,Samochód osobowy jako kierowca
146,f8339819-03b7-43dc-814a-bda27599b5f6,16.9574922,51.1256908,2019-10-27 14:30:00,Komunikacja autobusowa
147,f8339819-03b7-43dc-814a-bda27599b5f6,16.9658552,51.1298114,2019-10-27 14:40:00,Komunikacja autobusowa
148,4fbe177f-c4dd-41fe-93c4-30e99e766564,16.9606245,51.1243316,2019-10-28 07:21:11,Samochód osobowy jako kierowca
149,4fbe177f-c4dd-41fe-93c4-30e99e766564,17.0186348,51.0949121,2019-10-28 07:41:11,Samochód osobowy jako kierowca
150,93e10b8b-d5a1-450b-bf92-c13f19e39185,16.9588925,51.1283466,2019-10-28 06:40:43,Samochód osobowy jako pasażer
151,93e10b8b-d5a1-450b-bf92-c13f19e39185,16.9751556,51.1094466,2019-10-28 06:55:43,Samochód osobowy jako pasażer
152,86dacde8-9937-4ed8-a0ad-7cd041a27bc7,16.9616153,51.1223811,2019-10-28 05:52:00,Komunikacja autobusowa
153,86dacde8-9937-4ed8-a0ad-7cd041a27bc7,16.9812916,51.1219769,2019-10-28 06:01:00,Komunikacja autobusowa
154,c3e9eb61-178c-47cb-9b1f-57da0c3558d1,16.9653183,51.1293332,2019-10-28 05:15:00,Tramwaj
155,c3e9eb61-178c-47cb-9b1f-57da0c3558d1,17.022057113837967,51.111590500000005,2019-10-28 05:50:00,Tramwaj
156,e26b951a-b060-4b6b-bfd7-0f39eb459f00,16.9660406,51.1219214,2019-10-27 23:40:00,Samochód osobowy jako kierowca
157,e26b951a-b060-4b6b-bfd7-0f39eb459f00,17.0468468,51.1427601,2019-10-28 00:15:00,Samochód osobowy jako kierowca
158,5d83d142-5d9d-4646-85ef-3259541a1e5b,16.9584566,51.1262979,2019-10-25 06:12:00,Komunikacja autobusowa
159,5d83d142-5d9d-4646-85ef-3259541a1e5b,17.019847452941175,51.13396588823528,2019-10-25 06:37:00,Komunikacja autobusowa
160,5cad9d53-2f26-421e-a16c-0aa73e1765ee,16.9658552,51.1298114,2019-10-25 03:25:00,Rower prywatny
161,5cad9d53-2f26-421e-a16c-0aa73e1765ee,16.9922444,51.1104422,2019-10-25 03:40:00,Rower prywatny
162,1ce95ce6-fe63-454e-8e4c-ff273c5c93a6,16.9682192,51.1263605,2019-10-28 07:35:49,Rower prywatny
163,1ce95ce6-fe63-454e-8e4c-ff273c5c93a6,17.032023,51.1065487,2019-10-28 08:01:49,Rower prywatny
164,f9ab220c-ba01-4644-a506-f7b384e4fd0b,16.9658552,51.1298114,2019-10-28 05:50:00,Tramwaj
165,f9ab220c-ba01-4644-a506-f7b384e4fd0b,17.06064400752848,51.111753199999995,2019-10-28 06:20:00,Tramwaj
166,13e4bdbb-6364-4e5f-826d-c55b41d6b7ac,16.9634681,51.1226769,2019-10-22 10:00:00,Rower prywatny
167,13e4bdbb-6364-4e5f-826d-c55b41d6b7ac,17.036136440613404,51.0751420813437,2019-10-22 11:00:00,Rower prywatny
168,2c60912c-0840-465b-b44b-128504ba5978,16.9653183,51.1293332,2019-10-28 05:30:05,Samochód osobowy jako kierowca
169,2c60912c-0840-465b-b44b-128504ba5978,17.0118403,51.1132036,2019-10-28 05:40:05,Samochód osobowy jako kierowca
