preferences_centrum_entrance_billed,preferences_centrum_entrance_for_eco_vehicles,prefences_pt_transit_priority,prefences_prefered_travel_mode,prefences_pt_comfort,prefences_pt_cleanliness,prefences_pt_punctuality,prefences_bicyle_infrastructure_improvemets,prefences_walk_wrong_intersection_lights,prefences_walk_no_sidewalk,prefences_walk_bad_surface,prefences_walk_blocked_sidewalks,prefences_walk_car_danger,preferences_walk_bike_danger,preferences_walk_tall_curbs,preferences_walk_no_cleaning_snow_removal,preferences_walk_insufficient_number_pedestrain_crossing,preferences_walk_no_resting_place,preferences_walk_heavy_traffic,preferences_walk_insufficient_lighting,preferences_walk_no_inconvenience,house_total_person_number,house_over_6_person_number,house_owned_car_number,house_lent_car_number,house_company_car_number,house_bicycle_number,respondent_age,respondent_sex,respondent_primary_job,respondent_physical_condition,respondent_provides_care,respondent_has_driving_license,respondent_has_season_ticket,respondent_has_pt_discount,total_travel_time,part_of_day,travel_mode,travel_distance
0,4,4,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,0.0,0.0,4.0,2,1,4,1,0,0,1,0.5,40,1,1,1151.8194836659268
0,4,4,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,0.0,0.0,4.0,2,1,4,1,0,0,1,0.5,60,3,1,3253.115316895542
1,4,4,0,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,1.0,0.0,0.0,2.0,2,0,4,1,0,1,1,0.5,45,3,1,5297.409612026627
4,3,4,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,1.0,4,1,2,1,0,1,0,0.0,30,3,0,5491.168472708479
4,3,4,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,1.0,4,0,2,1,0,1,0,0.0,20,3,2,445.2957221518747
2,2,2,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,1,0.5,30,1,1,445.2957221518747
2,2,2,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,1,0.5,40,3,1,2582.9280280729063
1,4,4,0,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,4,1,0,0,1,0.5,20,1,3,2582.9280280729063
1,4,4,0,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,4,1,0,0,1,0.5,30,3,3,832.5732526006152
1,4,4,0,3,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,4,1,0,0,0,0.5,20,1,3,832.5732526006152
1,4,4,0,3,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,4,1,0,0,0,0.5,30,3,3,529.7463362728355
0,0,3,4,3,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,3,1,2,1,0,1,1,0.5,20,3,2,529.7463362728355
0,0,3,4,3,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,3,1,2,1,0,1,1,0.5,20,4,2,529.7463362728355
0,0,3,4,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,0.0,0.0,0.0,0,0,4,1,0,0,1,0.5,30,1,1,529.7463362728355
2,2,2,0,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,4,1,0,1,0,0,1,0.5,20,2,2,4053.542012421614
3,4,3,1,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,1,2,1,0,0,1,0.0,20,3,3,4053.542012421614
3,4,3,1,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,1,2,1,0,0,1,0.0,30,3,3,824.6860221287817
3,3,4,1,3,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,20,2,3,824.6860221287817
3,3,4,1,3,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,20,3,3,529.7463362728355
0,0,0,0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,4,1,0,1,1,0.5,20,1,3,529.7463362728355
0,0,0,0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,4,1,0,1,1,0.5,20,3,3,4053.542012421614
0,0,0,0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,4,1,0,1,1,0.5,20,1,3,4053.542012421614
0,0,0,0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,4,1,0,1,1,0.5,20,3,3,11246.895133483535
3,4,4,0,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,0,0.0,50,3,1,11246.895133483535
3,4,4,0,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,0,0.0,60,4,1,8977.549760105705
3,4,4,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,0.0,0.0,1.0,3,1,2,1,0,1,0,0.0,50,3,1,5491.168472708479
3,4,4,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,0.0,0.0,1.0,3,1,2,1,0,1,0,0.0,60,4,1,1658.286042633528
0,3,4,0,4,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,5,0,0,0,0,1,0,0.5,15,3,2,1658.286042633528
0,3,4,0,4,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,5,0,0,0,0,1,0,0.5,15,3,2,921.914126990686
1,2,3,0,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,4,1,1,1,0,0,0,0.0,20,1,2,666.6915677150423
1,2,3,0,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,4,1,1,1,0,0,0,0.0,20,2,2,666.6915677150423
0,3,4,0,3,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,30,1,0,921.914126990686
0,3,4,0,3,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,30,3,0,921.914126990686
2,2,3,1,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,0.0,0.0,0.0,0,0,4,1,0,0,1,0.5,55,1,1,921.914126990686
2,2,3,1,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,0.0,0.0,0.0,0,0,4,1,0,0,1,0.5,55,2,1,529.7463362728355
2,2,3,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,0.0,0.0,0.0,1,0,4,1,0,0,1,0.5,50,1,1,529.7463362728355
2,2,3,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,0.0,0.0,0.0,1,0,4,1,0,0,1,0.5,50,2,1,1163.5256523724013
1,4,4,0,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,25,1,0,1163.5256523724013
1,4,4,0,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,30,3,0,802.5623876685803
0,4,4,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,20,3,3,802.5623876685803
0,4,4,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,25,4,3,2479.6191029627107
1,4,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,0.0,0.0,1.0,3,0,2,1,0,1,0,0.0,25,1,0,2479.6191029627107
1,4,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,0.0,0.0,1.0,3,0,2,1,0,1,0,0.0,30,3,0,2926.6721662084838
1,4,3,0,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,0.0,0.0,4.0,3,1,2,1,0,1,0,0.0,20,3,2,2926.6721662084838
1,4,3,0,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,0.0,0.0,4.0,3,1,2,1,0,1,0,0.0,20,3,2,2926.6721662084838
2,2,3,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,0.0,0.0,1.0,1,0,4,1,0,0,1,0.5,15,1,3,2926.6721662084838
2,2,3,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,0.0,0.0,1.0,1,0,4,1,0,0,1,0.5,15,2,3,2926.6721662084838
2,2,2,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,1,0.5,10,3,2,2926.6721662084838
2,2,2,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,1,0.5,15,3,2,824.6860221287817
3,2,4,1,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,3,0,5,1,0,1,0,0.0,15,2,0,824.6860221287817
3,2,4,1,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,3,0,5,1,0,1,0,0.0,70,2,0,824.6860221287817
3,2,3,1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,4,1,2,1,0,1,0,0.0,20,3,2,824.6860221287817
3,2,3,1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,4,1,2,1,0,1,0,0.0,20,3,2,824.6860221287817
3,2,2,0,3,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,1,0,0,0,0,0,1.0,20,1,0,824.6860221287817
3,2,2,0,3,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,1,0,0,0,0,0,1.0,30,2,0,1256.4617662225642
3,2,2,3,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,0,0.0,20,1,0,1256.4617662225642
3,2,2,3,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,0,0.0,30,2,0,1704.9123597172006
2,2,2,3,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,20,1,2,1704.9123597172006
2,2,2,3,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,0.0,4,1,2,1,0,1,0,0.0,20,3,2,8977.549760105705
2,2,2,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,20,1,0,8977.549760105705
2,2,2,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,0.0,4,0,2,1,0,1,0,0.0,40,3,0,3942.9109891976696
4,4,3,0,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,50,1,1,3942.9109891976696
4,4,3,0,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,40,3,1,3942.9109891976696
4,3,3,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,80,3,1,3942.9109891976696
4,4,4,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,2,1,4,1,0,1,1,0.5,60,1,1,2731.554778483508
0,2,4,1,4,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,4,0,2,1,0,0,0,0.0,20,1,1,2731.554778483508
0,2,4,1,4,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,4,0,2,1,0,0,0,0.0,20,3,1,1299.617791945872
4,3,4,1,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,3,1,2,1,0,1,0,0.0,50,3,1,1299.617791945872
4,3,4,1,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,3,1,2,1,0,1,0,0.0,50,4,1,1299.617791945872
3,4,4,1,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,25,1,0,1299.617791945872
3,4,4,1,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,3,0,2,1,0,1,1,0.0,40,3,0,4385.487035404585
4,4,4,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,2,1,4,1,0,1,1,0.5,60,3,1,4385.487035404585
0,2,4,1,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,3.0,2,1,4,1,0,1,1,0.5,50,3,1,6875.344666786728
0,2,3,4,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,3.0,4,1,1,1,0,1,0,0.0,10,1,3,6875.344666786728
0,2,3,4,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,3.0,4,1,1,1,0,1,0,0.0,10,2,3,4461.108223936297
0,2,4,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,3.0,4,1,2,1,0,1,0,0.0,20,1,0,4461.108223936297
0,2,4,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,3.0,4,1,2,1,0,1,0,0.0,20,3,0,2262.262725012897
0,2,4,1,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,3.0,2,1,4,1,0,1,1,0.5,47,1,1,2262.262725012897
4,4,4,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,1,0,1.0,80,2,1,4058.094180728205
4,4,4,0,3,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,3,0,2,1,0,1,1,0.5,20,3,3,4058.094180728205
4,4,4,0,3,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,3,0,2,1,0,1,1,0.5,10,4,3,1299.617791945872
0,2,1,0,3,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,3.0,0.0,0.0,0.0,0.0,3,1,2,1,1,0,1,0.0,6,3,2,1299.617791945872
0,2,1,0,3,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,3.0,0.0,0.0,0.0,0.0,3,1,2,1,1,0,1,0.0,10,4,2,2627.554719622349
0,2,0,1,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,0.0,0.0,0.0,3,0,2,1,1,0,1,0.0,6,3,2,2627.554719622349
0,2,0,1,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,0.0,0.0,0.0,3,0,2,1,1,0,1,0.0,10,4,2,882.2582881722153
2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,0.0,0.0,0.0,0.0,0,0,4,1,0,0,0,0.5,6,3,2,882.2582881722153
2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,0.0,0.0,0.0,0.0,0,0,4,1,0,0,0,0.5,10,4,2,1416.3121525550534
2,2,2,3,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,1,0,1,0,0,0,1.0,20,2,2,1416.3121525550534
2,2,2,3,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,1,0,1,0,0,0,1.0,20,2,2,4370.607199925701
2,2,2,0,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,2.0,3,1,2,1,0,0,0,0.0,25,1,0,4370.607199925701
2,2,2,0,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,2.0,3,1,2,1,0,0,0,0.0,50,3,0,4370.607199925701
1,3,2,0,3,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,2.0,3,0,2,1,0,0,0,0.0,10,3,2,4370.607199925701
1,3,2,0,3,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,2.0,3,0,2,1,0,0,0,0.0,10,4,2,882.2582881722153
1,4,2,0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,2.0,1,0,4,1,0,0,0,0.5,15,1,3,882.2582881722153
1,4,2,0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,2.0,1,0,4,1,0,0,0,0.5,15,3,3,1416.3121525550534
0,0,0,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,3,0,2,1,0,1,0,0.0,7,2,2,1416.3121525550534
0,0,0,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,3,0,2,1,0,1,0,0.0,7,2,2,642.0177142197875
4,0,4,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,2,1,4,1,0,0,1,0.5,10,1,2,642.0177142197875
4,0,4,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,2,1,4,1,0,0,1,0.5,10,3,2,2297.002279521381
4,4,4,1,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.0,0.0,3.0,2,0,4,1,0,1,1,0.5,5,1,3,2297.002279521381
4,4,4,1,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.0,0.0,3.0,2,0,4,1,0,1,1,0.5,5,2,3,4385.487035404585
4,0,1,0,3,3,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,1.0,3,1,5,1,1,1,0,0.0,10,1,0,4385.487035404585
4,0,1,0,3,3,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,1.0,3,1,5,1,1,1,0,0.0,10,3,0,2262.262725012897
4,0,1,0,3,3,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,1.0,3,0,2,1,0,0,0,0.0,15,3,2,2262.262725012897
4,0,1,0,3,3,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,1.0,3,0,2,1,0,0,0,0.0,15,3,2,2262.262725012897
4,0,1,0,3,3,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,0,0.5,15,3,2,2262.262725012897
4,0,1,0,3,3,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,1.0,0,1,4,1,0,0,0,0.5,15,3,2,4058.094180728205
0,4,4,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,5,0,0,1,0,1,0,1.0,60,3,0,4058.094180728205
0,4,4,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,5,0,0,1,0,1,0,1.0,60,3,0,4058.094180728205
0,2,4,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,3,1,2,1,0,1,0,0.0,130,1,0,4058.094180728205
0,2,4,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,0.0,0.0,3,1,2,1,0,1,0,0.0,150,3,0,648.7275699910452
0,0,4,4,3,4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,1.0,3,1,2,0,0,1,0,0.0,15,3,0,648.7275699910452
0,0,4,4,3,4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,1.0,3,1,2,0,0,1,0,0.0,15,3,0,648.7275699910452
2,2,4,0,4,3,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,4,1,3,1,0,0,1,0.0,10,2,2,648.7275699910452
2,2,4,0,4,3,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,4,1,3,1,0,0,1,0.0,10,3,2,10319.18612924447
0,0,3,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,1.0,0.0,0.0,3.0,3,0,2,1,0,1,1,0.0,40,1,0,10319.18612924447
0,0,3,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,1.0,0.0,0.0,3.0,3,0,2,1,0,1,1,0.0,40,3,0,3581.9195236262603
0,0,4,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,1.0,0.0,0.0,3.0,3,1,2,1,0,0,1,0.0,50,2,1,3581.9195236262603
0,0,4,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,1.0,0.0,0.0,3.0,3,1,2,1,0,0,1,0.0,50,4,1,2371.460152445642
2,2,2,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,1.0,0.0,0.0,3.0,0,1,4,1,0,0,1,1.0,10,1,0,2371.460152445642
2,2,2,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,1.0,0.0,0.0,3.0,0,1,4,1,0,0,1,1.0,15,3,1,15719.562278426138
0,4,4,0,2,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,0,0,1,0,1,0,1.0,10,2,2,15719.562278426138
0,4,4,0,2,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,4,0,0,1,0,1,0,1.0,10,3,2,4058.094180728205
0,0,3,0,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,3,1,2,1,0,1,0,0.0,45,1,0,4058.094180728205
0,4,0,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,2.0,0.0,0.0,2.0,4,0,2,1,0,1,1,0.0,20,3,0,882.2582881722153
0,0,3,0,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,3,0,2,1,0,1,0,0.0,35,1,0,882.2582881722153
0,0,3,0,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,3,0,2,1,0,1,0,0.0,50,3,0,3511.905438007387
0,4,1,0,3,3,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,4,1,2,1,0,1,0,0.0,10,2,3,3511.905438007387
0,4,1,0,3,3,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,4,1,2,1,0,1,0,0.0,10,4,3,882.2582881722153
3,3,4,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,0.0,0.0,4.0,0,0,4,1,0,0,0,0.5,10,1,3,882.2582881722153
3,3,4,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,0.0,0.0,4.0,0,0,4,1,0,0,0,0.5,10,3,3,3942.9109891976696
0,4,4,0,3,3,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,1,2,1,0,1,0,1.0,15,1,2,3942.9109891976696
0,4,4,0,3,3,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,5,1,2,1,0,1,0,1.0,15,3,2,882.2582881722153
2,2,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,0.0,0.0,4.0,0,0,4,1,0,0,0,0.5,15,1,0,882.2582881722153
2,2,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,0.0,0.0,4.0,0,0,4,1,0,0,0,0.5,15,3,0,4535.012367385335
4,4,4,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1,0,4,1,0,0,1,0.5,10,2,2,4535.012367385335
4,4,4,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1,0,4,1,0,0,1,0.5,10,2,2,4535.012367385335
