preferences_centrum_entrance_billed,preferences_centrum_entrance_for_eco_vehicles,prefences_pt_transit_priority,prefences_prefered_travel_mode,prefences_pt_comfort,prefences_pt_cleanliness,prefences_pt_punctuality,prefences_bicyle_infrastructure_improvemets,prefences_walk_wrong_intersection_lights,prefences_walk_no_sidewalk,prefences_walk_bad_surface,prefences_walk_blocked_sidewalks,prefences_walk_car_danger,preferences_walk_bike_danger,preferences_walk_tall_curbs,preferences_walk_no_cleaning_snow_removal,preferences_walk_insufficient_number_pedestrain_crossing,preferences_walk_no_resting_place,preferences_walk_heavy_traffic,preferences_walk_insufficient_lighting,preferences_walk_no_inconvenience,house_total_person_number,house_over_6_person_number,house_owned_car_number,house_lent_car_number,house_company_car_number,house_bicycle_number,respondent_age,respondent_sex,respondent_primary_job,respondent_physical_condition,respondent_provides_care,respondent_has_driving_license,respondent_has_season_ticket,respondent_has_pt_discount,total_travel_time,part_of_day,travel_mode,travel_distance
1,2,4,3,2,2,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,3.0,5,0,0,0,0,1,0,0.5,10,1,3,509.47192444618753
0,0,3,0,3,3,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,3.0,1.0,1.0,0.0,3.0,2,0,4,1,0,1,1,0.0,50,1,3,0.0
0,0,4,0,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,0.0,3.0,4,0,2,1,0,1,1,0.0,55,1,3,548.0235059807742
3,3,4,1,3,2,3,4,0,1,0,1,0,1,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,1,0,4,1,0,0,1,0.5,20,1,1,548.0235059807742
0,0,4,0,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,0.0,3.0,4,0,2,1,0,1,1,0.0,60,3,3,548.0235059807742
0,2,2,3,2,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,1.0,0.0,0.0,5,0,0,0,0,1,0,0.0,15,2,0,1199.4688083213432
0,2,2,3,2,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,1.0,0.0,0.0,5,0,0,0,0,1,0,0.0,15,2,0,1199.4688083213432
1,1,1,4,4,4,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,2.0,4,0,2,1,0,0,1,0.0,10,1,1,1479.8521657630358
1,1,1,4,4,4,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,2.0,4,0,2,1,0,0,1,0.0,10,3,1,1479.8521657630358
2,2,2,4,3,3,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,0,0,4,1,0,0,1,0.5,15,1,3,548.0235059807742
2,2,2,4,3,3,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,0,0,4,1,0,0,1,0.5,15,2,3,1604.9061023551749
3,3,4,4,4,4,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,40,1,2,0.0
3,3,4,4,4,4,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,40,2,2,0.0
3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2.0,2.0,1.0,0.0,0.0,1.0,5,0,0,0,0,0,0,1.0,30,1,2,1061.6779726374677
3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2.0,2.0,1.0,0.0,0.0,1.0,5,0,0,0,0,0,0,1.0,30,1,2,4602.494163118529
0,0,0,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,1.0,5,0,0,0,0,1,0,1.0,50,2,0,4602.494163118529
0,0,0,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,1.0,5,0,0,0,0,1,0,1.0,70,3,0,2615.490912920287
0,0,0,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,5,0,0,0,0,1,0,1.0,10,3,0,2615.490912920287
0,0,0,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,5,0,0,0,0,1,0,1.0,10,3,0,2979.607060444378
1,1,1,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,3.0,3.0,1.0,0.0,1.0,3.0,4,0,2,1,0,1,0,0.0,120,1,0,2979.607060444378
4,0,4,4,3,3,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,2.0,2.0,3.0,0.0,0.0,0.0,4,1,0,0,0,1,1,0.5,60,3,0,761.5403618652905
1,1,1,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,3.0,3.0,1.0,0.0,1.0,3.0,4,0,2,1,0,1,0,0.0,150,3,0,761.5403618652905
0,0,0,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,3.0,2.0,0.0,1.0,3.0,4,0,2,1,0,1,0,0.0,40,1,0,4390.814060118385
0,0,0,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,3.0,2.0,0.0,1.0,3.0,4,0,2,1,0,1,0,0.0,80,3,0,4390.814060118385
2,2,2,4,3,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,3.0,1,0,4,1,0,0,1,0.5,25,1,3,2538.619130407738
2,2,2,4,3,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,3.0,1,0,4,1,0,0,1,0.5,25,3,3,0.0
4,4,3,0,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,2,1,4,1,0,1,1,0.5,40,1,1,0.0
3,0,3,3,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,3.0,1.0,1.0,0.0,3.0,4,0,2,1,0,1,0,0.0,15,3,0,2538.619130407738
4,4,3,0,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,2,1,4,1,0,1,1,0.5,40,3,1,4279.684675394462
0,0,3,0,3,3,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,3.0,1.0,1.0,0.0,3.0,2,0,4,1,0,1,1,0.0,45,2,3,4279.684675394462
4,4,4,0,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,2,1,4,1,0,1,1,0.5,40,1,1,2022.9469874568567
4,4,4,0,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,2,1,4,1,0,1,1,0.5,40,3,1,2022.9469874568567
4,4,4,0,4,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,40,2,1,1229.3103704982034
0,0,1,4,4,4,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,15,3,2,1930.728850512508
0,0,1,4,4,4,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,15,3,2,440.86286944122725
0,1,1,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,1.0,5,0,0,0,0,1,0,0.0,10,2,0,0.0
0,1,1,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,1.0,5,0,0,0,0,1,0,0.0,10,2,0,2230.837552984798
1,1,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0.0,10,2,0,1546.6756561940326
1,1,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0.0,10,2,0,1546.6756561940326
1,1,1,4,4,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,3.0,4,0,2,1,0,1,1,0.0,10,2,1,1546.6756561940326
1,1,1,4,4,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,3.0,4,0,2,1,0,1,1,0.0,10,3,1,1546.6756561940326
2,2,2,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,1,0,0.0,10,3,1,1546.6756561940326
2,2,2,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,1,0,0.0,10,4,1,1546.6756561940326
4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,3.0,1.0,0.0,0.0,1.0,4,0,2,1,0,1,1,0.0,25,1,1,1534.6717935346167
4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,3.0,1.0,0.0,0.0,1.0,4,0,2,1,0,1,1,0.0,25,3,1,1534.6717935346167
1,1,1,4,4,4,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,1.0,4,0,0,1,0,1,0,0.0,10,1,1,1546.6756561940326
1,1,1,4,4,4,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,1.0,4,0,0,1,0,1,0,0.0,10,3,1,1546.6756561940326
3,3,3,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,10,2,2,5624.831893556117
3,3,3,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,10,2,2,5624.831893556117
0,0,0,4,3,3,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,20,3,1,1546.6756561940326
0,0,0,4,3,3,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,1.0,20,3,1,1546.6756561940326
0,0,0,4,3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,1,0,0.0,15,1,0,1564.1877247905695
0,0,0,4,3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,1,0,0.0,30,2,0,1564.1877247905695
0,0,3,1,3,3,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,30,3,0,2098.4724590585142
0,0,0,4,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,30,1,0,2098.4724590585142
0,0,0,4,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,30,3,0,2131.006767430375
1,1,1,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,0.0,0.0,0.0,3,1,2,1,0,1,0,0.0,180,1,0,2131.006767430375
2,4,4,1,4,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,2.0,2.0,0.0,0.0,4.0,3,1,5,1,1,1,0,0.0,120,1,0,4010.2717217967406
4,4,4,1,3,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,5,1,0,1,0,1,0,1.0,15,1,2,4010.2717217967406
4,4,4,1,3,2,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,2.0,1.0,0.0,1.0,5.0,3,0,2,1,1,1,0,0.0,30,2,0,442.93547780133935
4,4,2,3,2,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,2.0,3,1,2,1,1,1,0,0.0,30,1,0,0.0
3,4,4,4,4,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,2.0,0,0,4,1,0,0,0,0.5,30,3,0,442.93547780133935
2,4,2,0,4,4,4,3,0,0,1,0,1,0,0,0,0,1,0,0,0,3.0,3.0,1.0,0.0,1.0,2.0,4,0,2,1,1,0,0,0.0,45,4,2,880.0850839526832
2,3,3,0,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,2.0,0,1,4,1,0,0,1,0.5,40,3,1,1873.6985103201928
3,2,3,0,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,2,0,4,1,0,0,0,0.5,20,3,1,2439.836443874813
4,4,4,1,2,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,5.0,5.0,1.0,0.0,0.0,1.0,4,1,2,0,0,0,0,1.0,60,2,1,2338.893410003519
2,3,4,1,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,5.0,1.0,0.0,0.0,1.0,4,1,5,0,0,0,0,1.0,60,2,1,2338.893410003519
3,3,2,0,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,3,0,2,1,0,1,0,0.0,25,1,0,8408.748999182011
4,2,4,3,3,4,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,4.0,0.0,0.0,3.0,4,0,2,1,0,1,0,0.0,35,3,0,9785.695128522886
4,4,4,1,3,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,3.0,3,1,2,1,0,0,0,0.0,15,1,0,0.0
4,4,4,1,3,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,3.0,3,1,2,1,0,0,0,0.0,15,3,0,1508.5765532163714
4,3,4,1,4,3,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,3.0,2,1,4,1,0,1,0,0.0,15,4,0,816.184152709173
1,4,4,0,3,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,1.0,0.0,0.0,1.0,3,1,2,1,1,1,0,0.0,20,1,0,816.184152709173
4,3,4,0,4,3,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,0,4,1,0,1,0,0.5,30,3,0,1533.455632748786
3,4,1,0,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,25,1,1,1533.455632748786
3,4,1,0,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,25,2,1,816.184152709173
4,4,4,1,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,2.0,4,0,0,1,1,1,0,0.0,35,3,0,816.184152709173
3,4,4,0,3,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,15,2,1,1508.5765532163714
0,4,3,1,3,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,0.0,2.0,4,0,2,1,0,1,1,1.0,15,3,1,1508.5765532163714
3,4,4,0,3,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,30,2,1,403.5140941790384
2,4,4,0,3,2,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,5.0,0.0,1.0,0.0,0.0,2,1,4,1,0,1,1,0.5,30,3,1,1271.9815246869275
3,4,3,3,2,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,0,4,1,0,1,0,0.5,30,2,0,884.3613973973358
3,4,3,3,2,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,0,4,1,0,1,0,0.5,30,2,0,4294.061755209734
2,4,4,1,4,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,2.0,2.0,0.0,0.0,4.0,3,1,5,1,1,1,0,0.0,50,3,0,828.3961385655998
4,3,1,1,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,10,2,1,4735.111290754271
4,4,4,1,3,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,5,1,0,1,0,1,0,1.0,20,1,2,2237.9549352975373
4,3,1,1,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,5,3,1,2237.9549352975373
2,4,4,0,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,0.0,0.0,4.0,4,1,2,1,0,0,0,0.0,25,3,0,2472.9345172025105
3,4,1,2,3,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,1,1,0.5,30,3,1,2472.9345172025105
4,4,4,1,3,2,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,2.0,1.0,0.0,1.0,5.0,3,0,2,1,1,1,0,0.0,30,2,0,1857.318763881388
3,4,1,2,3,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,1,1,0.5,30,4,1,1857.318763881388
4,4,2,3,2,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,2.0,3,1,2,1,1,1,0,0.0,40,3,0,517.4572418926691
4,1,4,0,2,1,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,0,4,1,0,0,1,0.5,30,2,0,517.4572418926691
3,4,4,4,4,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,2.0,0,0,4,1,0,0,0,0.5,30,1,0,889.5997096141846
3,4,4,1,3,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,5,1,0,0,1,0.5,15,2,1,889.5997096141846
2,3,3,0,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.0,1.0,2.0,0,1,4,1,0,0,1,0.5,45,2,1,523.6460139200511
3,4,4,1,3,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,5,1,0,0,1,0.5,15,3,1,523.6460139200511
4,4,4,0,3,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,45,1,0,5033.89933527339
3,2,3,0,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0.0,0.0,4.0,2,0,4,1,0,0,0,0.5,20,2,1,0.0
4,4,4,1,2,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,5.0,5.0,1.0,0.0,0.0,1.0,4,1,2,0,0,0,0,1.0,60,3,1,394.3129228522768
4,4,3,0,3,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,210,1,0,394.3129228522768
2,3,4,1,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,5.0,1.0,0.0,0.0,1.0,4,1,5,0,0,0,0,1.0,30,3,1,557.5574162980791
4,4,3,0,3,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,210,2,0,557.5574162980791
4,3,1,0,3,4,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,25,1,0,0.0
3,4,4,1,3,4,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,0,4,1,0,1,1,0.5,15,2,2,0.0
3,4,4,1,3,4,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,0,4,1,0,1,1,0.5,15,2,2,501.3902773012425
3,3,4,1,4,4,4,3,0,1,1,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,0.0,0.0,3.0,3,0,2,1,0,1,0,0.0,15,1,0,501.3902773012425
3,4,4,0,4,4,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,0,4,1,0,1,0,0.5,50,2,0,0.0
3,4,4,0,4,4,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,0,4,1,0,1,0,0.5,40,2,0,0.0
1,4,4,0,3,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,1.0,0.0,0.0,1.0,3,1,2,1,1,1,0,0.0,20,2,0,0.0
3,3,4,0,4,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,10,1,1,0.0
3,3,4,0,4,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,0,1,0.5,10,2,1,1338.9293464280204
4,3,4,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,3,0,4,1,0,1,0,0.5,20,1,0,6409.664609612152
4,3,4,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,3,0,4,1,0,1,0,0.5,20,2,0,6652.788464769626
4,3,1,0,4,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,10,2,1,0.0
4,3,1,0,4,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,10,3,1,0.0
3,4,4,2,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,30,1,0,0.0
3,4,4,2,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,30,3,0,0.0
3,4,4,2,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,0.0,2,1,4,1,0,1,0,0.5,20,3,0,3298.1263738487182
0,4,4,3,2,2,2,4,0,0,0,1,0,0,1,0,1,0,0,0,0,5.0,5.0,1.0,0.0,1.0,3.0,4,0,2,1,0,1,0,0.0,40,1,0,3298.1263738487182
0,4,4,3,2,2,2,4,0,0,0,1,0,0,1,0,1,0,0,0,0,5.0,5.0,1.0,0.0,1.0,3.0,4,0,2,1,0,1,0,0.0,50,3,0,3298.1263738487182
0,4,3,4,2,3,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5.0,5.0,1.0,0.0,1.0,3.0,4,1,2,0,0,1,0,0.0,45,1,0,3298.1263738487182
0,4,3,4,2,3,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5.0,5.0,1.0,0.0,1.0,3.0,4,1,2,0,0,1,0,0.0,50,3,0,2665.449728173945
4,4,4,4,3,3,3,4,0,0,0,1,0,0,0,0,1,0,1,0,0,5.0,5.0,1.0,0.0,1.0,3.0,2,0,4,1,0,0,1,0.5,25,1,1,2665.449728173945
4,4,4,4,3,3,3,4,0,0,0,1,0,0,0,0,1,0,1,0,0,5.0,5.0,1.0,0.0,1.0,3.0,2,0,4,1,0,0,1,0.5,35,3,1,2665.449728173945
4,4,4,4,3,3,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,5.0,5.0,1.0,0.0,1.0,3.0,1,1,4,1,0,0,1,0.5,15,1,3,0.0
4,4,4,4,3,3,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,5.0,5.0,1.0,0.0,1.0,3.0,1,1,4,1,0,0,1,0.5,15,3,3,2665.449728173945
2,4,4,4,2,2,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,5.0,5.0,1.0,0.0,1.0,3.0,0,1,4,1,0,0,0,0.5,10,1,2,1734.0372810501794
2,4,4,4,2,2,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,5.0,5.0,1.0,0.0,1.0,3.0,0,1,4,1,0,0,0,0.5,10,2,2,1226.4834950940472
4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,0,0.5,15,1,1,2310.7779278647226
0,4,4,4,3,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,5,0,0,0,0,1,0,0.5,10,2,0,1009.379205206806
0,4,4,4,3,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,5,0,0,0,0,1,0,0.5,10,2,0,1009.379205206806
4,4,4,4,4,4,2,4,0,0,0,1,0,0,0,1,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,5,1,0,0,1,0,1,0.5,40,2,1,512.370662370439
4,4,4,4,4,4,2,4,0,0,0,1,0,0,0,1,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,5,1,0,0,1,0,1,0.5,50,2,1,2740.6281175722847
4,4,4,4,3,3,2,2,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,2.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,0,0.5,40,2,1,1604.9061023551749
4,4,4,4,3,3,2,2,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,2.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,0,0.5,45,2,1,0.0
0,3,1,4,2,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,5,1,0,0,0,0,0,0.5,20,2,0,1143.6369667003225
0,3,1,4,2,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,5,1,0,0,0,0,0,0.5,20,2,0,512.370662370439
